Ano,IdRegion,IdServicio,IdComuna,IdEstablecimiento,codigo_madre_master,IdServicio_master,servicio_salud_master,dependencia_master,IdComuna_master,comuna_master,tipo_establecimiento_master,establecimiento_master,nivel_atencion_master,estado_funcionamiento_master,es_aps,sin_match_master,categoria_estado_nutricional,total_15_mas,total_hombres,total_mujeres,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_mas,15_19_hombres,20_24_hombres,25_29_hombres,30_34_hombres,35_39_hombres,40_44_hombres,45_49_hombres,50_54_hombres,55_59_hombres,60_64_hombres,20_64_hombres,65_mas_hombres,15_19_mujeres,20_24_mujeres,25_29_mujeres,30_34_mujeres,35_39_mujeres,40_44_mujeres,45_49_mujeres,50_54_mujeres,55_59_mujeres,60_64_mujeres,20_64_mujeres,65_mas_mujeres,pueblos_originarios,migrantes
2025,13,12,13123,112301,,12,Servicio de Salud Metropolitano Oriente,Municipal,13123,Providencia,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Hernán Alessandri,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1353,490,863,8,42,67,80,96,89,117,116,109,191,438,3,11,24,30,34,41,41,42,42,82,347,140,5,31,43,50,62,48,76,74,67,109,560,298,0.0,0.0
2025,13,12,13123,112302,,12,Servicio de Salud Metropolitano Oriente,Municipal,13123,Providencia,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Alfonso Leng,Primario,Vigente en Operación Habitual,True,False,Bajo peso,353,78,275,4,4,7,1,1,10,3,0,2,1,320,2,3,1,1,1,1,0,0,0,1,8,68,2,1,6,0,0,9,3,0,2,0,21,252,0.0,0.0
2025,13,12,13123,112302,,12,Servicio de Salud Metropolitano Oriente,Municipal,13123,Providencia,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Alfonso Leng,Primario,Vigente en Operación Habitual,True,False,Normal,1651,533,1118,20,73,91,108,79,61,65,64,68,103,919,11,23,18,32,30,26,22,24,21,28,224,298,9,50,73,76,49,35,43,40,47,75,488,621,0.0,0.0
2025,13,12,13123,112302,,12,Servicio de Salud Metropolitano Oriente,Municipal,13123,Providencia,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Alfonso Leng,Primario,Vigente en Operación Habitual,True,False,Obesidad,1217,402,815,7,43,51,72,102,77,113,134,145,170,303,4,13,16,24,29,32,38,41,48,61,302,96,3,30,35,48,73,45,75,93,97,109,605,207,0.0,0.0
2025,13,12,13123,112302,,12,Servicio de Salud Metropolitano Oriente,Municipal,13123,Providencia,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Alfonso Leng,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1490,610,880,7,57,92,99,95,91,96,110,149,189,505,2,24,37,42,37,47,43,44,68,78,420,188,5,33,55,57,58,44,53,66,81,111,558,317,0.0,0.0
2025,13,12,13123,112303,,12,Servicio de Salud Metropolitano Oriente,Municipal,13123,Providencia,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Aguilucho,Primario,Vigente en Operación Habitual,True,False,Bajo peso,699,171,528,9,8,1,2,6,2,0,2,1,1,667,2,2,0,0,1,1,0,0,0,1,5,164,7,6,1,2,5,1,0,2,1,0,18,503,0.0,0.0
2025,13,12,13123,112303,,12,Servicio de Salud Metropolitano Oriente,Municipal,13123,Providencia,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Aguilucho,Primario,Vigente en Operación Habitual,True,False,Normal,1684,528,1156,60,56,64,64,53,56,42,58,52,81,1098,24,17,15,17,15,13,11,18,10,33,149,355,36,39,49,47,38,43,31,40,42,48,377,743,0.0,0.0
2025,13,12,13123,112303,,12,Servicio de Salud Metropolitano Oriente,Municipal,13123,Providencia,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Aguilucho,Primario,Vigente en Operación Habitual,True,False,Obesidad,873,272,601,20,24,40,49,48,49,65,65,72,107,334,4,8,12,19,13,14,23,25,18,37,169,99,16,16,28,30,35,35,42,40,54,70,350,235,0.0,0.0
2025,13,12,13123,112303,,12,Servicio de Salud Metropolitano Oriente,Municipal,13123,Providencia,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Aguilucho,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1312,499,813,26,38,54,71,46,68,73,91,110,145,590,14,14,27,25,17,23,38,42,41,58,285,200,12,24,27,46,29,45,35,49,69,87,411,390,0.0,0.0
2025,13,12,13123,114104,,12,Servicio de Salud Metropolitano Oriente,Servicio de Salud,13123,Providencia,Hospital,Hospital Metropolitano (Ex Militar),Terciario,Vigente en Operación Habitual,False,False,Bajo peso,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2025,13,12,13123,114104,,12,Servicio de Salud Metropolitano Oriente,Servicio de Salud,13123,Providencia,Hospital,Hospital Metropolitano (Ex Militar),Terciario,Vigente en Operación Habitual,False,False,Normal,90,16,74,8,14,27,19,13,4,2,2,0,0,1,1,4,5,3,2,1,0,0,0,0,15,0,7,10,22,16,11,3,2,2,0,0,66,1,0.0,0.0
2025,13,12,13123,114104,,12,Servicio de Salud Metropolitano Oriente,Servicio de Salud,13123,Providencia,Hospital,Hospital Metropolitano (Ex Militar),Terciario,Vigente en Operación Habitual,False,False,Obesidad,106,28,78,0,12,29,22,17,9,9,6,2,0,0,0,3,7,7,5,3,3,0,0,0,28,0,0,9,22,15,12,6,6,6,2,0,78,0,0.0,0.0
2025,13,12,13123,114104,,12,Servicio de Salud Metropolitano Oriente,Servicio de Salud,13123,Providencia,Hospital,Hospital Metropolitano (Ex Militar),Terciario,Vigente en Operación Habitual,False,False,Sobrepeso,104,29,75,1,9,21,26,24,10,5,5,1,1,1,1,3,6,11,3,3,0,1,1,0,28,0,0,6,15,15,21,7,5,4,0,1,74,1,0.0,0.0
2025,13,12,13123,200037,112301,12,Servicio de Salud Metropolitano Oriente,Municipal,13123,Providencia,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Elena Caffarena,Primario,Vigente en Operación Habitual,True,False,Bajo peso,126,31,95,4,3,1,4,2,0,2,1,1,1,107,3,0,1,0,0,0,0,0,0,1,2,26,1,3,0,4,2,0,2,1,1,0,13,81,0.0,0.0
2025,13,12,13123,200037,112301,12,Servicio de Salud Metropolitano Oriente,Municipal,13123,Providencia,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Elena Caffarena,Primario,Vigente en Operación Habitual,True,False,Normal,723,266,457,26,32,60,50,54,47,32,35,24,42,321,11,6,22,20,13,24,14,9,7,17,132,123,15,26,38,30,41,23,18,26,17,25,244,198,0.0,0.0
2025,13,12,13123,200037,112301,12,Servicio de Salud Metropolitano Oriente,Municipal,13123,Providencia,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Elena Caffarena,Primario,Vigente en Operación Habitual,True,False,Obesidad,529,159,370,7,18,27,47,47,53,54,44,43,45,144,3,2,7,15,17,19,16,18,12,10,116,40,4,16,20,32,30,34,38,26,31,35,262,104,0.0,0.0
2025,13,12,13123,200037,112301,12,Servicio de Salud Metropolitano Oriente,Municipal,13123,Providencia,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Elena Caffarena,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,630,256,374,9,33,37,76,55,36,45,46,40,69,184,4,10,17,29,19,18,16,25,15,34,183,69,5,23,20,47,36,18,29,21,25,35,254,115,0.0,0.0
2025,13,12,13123,200265,112303,12,Servicio de Salud Metropolitano Oriente,Municipal,13123,Providencia,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Andacollo,Primario,Vigente en Operación Habitual,True,False,Bajo peso,90,22,68,6,3,0,0,2,0,0,0,1,1,77,2,1,0,0,0,0,0,0,1,1,3,17,4,2,0,0,2,0,0,0,0,0,4,60,0.0,0.0
2025,13,12,13123,200265,112303,12,Servicio de Salud Metropolitano Oriente,Municipal,13123,Providencia,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Andacollo,Primario,Vigente en Operación Habitual,True,False,Normal,420,114,306,15,12,25,18,19,17,11,10,16,30,247,4,5,6,5,3,3,2,0,2,9,35,75,11,7,19,13,16,14,9,10,14,21,123,172,0.0,0.0
2025,13,12,13123,200265,112303,12,Servicio de Salud Metropolitano Oriente,Municipal,13123,Providencia,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Andacollo,Primario,Vigente en Operación Habitual,True,False,Obesidad,216,61,155,9,4,8,5,11,23,18,19,20,22,77,1,1,4,0,6,5,6,7,8,7,44,16,8,3,4,5,5,18,12,12,12,15,86,61,0.0,0.0
2025,13,12,13123,200265,112303,12,Servicio de Salud Metropolitano Oriente,Municipal,13123,Providencia,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Andacollo,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,298,110,188,5,7,13,13,17,15,21,18,26,31,132,2,1,2,5,9,8,9,7,13,12,66,42,3,6,11,8,8,7,12,11,13,19,95,90,0.0,0.0
2025,13,12,13132,112309,,12,Servicio de Salud Metropolitano Oriente,Municipal,13132,Vitacura,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Vitacura,Primario,Vigente en Operación Habitual,True,False,Bajo peso,555,117,438,0,8,9,2,1,4,2,2,1,5,521,0,3,2,0,0,0,0,1,1,1,8,109,0,5,7,2,1,4,2,1,0,4,26,412,0.0,0.0
2025,13,12,13132,112309,,12,Servicio de Salud Metropolitano Oriente,Municipal,13132,Vitacura,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Vitacura,Primario,Vigente en Operación Habitual,True,False,Normal,2352,692,1660,1,113,98,102,85,122,104,159,160,182,1226,0,47,26,31,19,22,21,30,32,43,271,421,1,66,72,71,66,100,83,129,128,139,854,805,0.0,0.0
2025,13,12,13132,112309,,12,Servicio de Salud Metropolitano Oriente,Municipal,13132,Vitacura,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Vitacura,Primario,Vigente en Operación Habitual,True,False,Obesidad,1767,374,1393,0,25,55,72,70,123,206,232,281,256,447,0,8,12,23,17,24,42,34,61,53,274,100,0,17,43,49,53,99,164,198,220,203,1046,347,0.0,0.0
2025,13,12,13132,112309,,12,Servicio de Salud Metropolitano Oriente,Municipal,13132,Vitacura,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Vitacura,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,2236,625,1611,0,39,79,100,106,131,208,266,266,339,702,0,20,28,42,27,31,47,48,58,80,381,244,0,19,51,58,79,100,161,218,208,259,1153,458,0.0,0.0
2025,13,13,13105,113312,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Carlos Lorca Tobar,Primario,Vigente en Operación Habitual,True,False,Bajo peso,412,160,252,0,11,3,4,3,2,0,2,3,4,380,0,4,0,2,2,0,0,2,2,3,15,145,0,7,3,2,1,2,0,0,1,1,17,235,0.0,0.0
2025,13,13,13105,113312,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Carlos Lorca Tobar,Primario,Vigente en Operación Habitual,True,False,Normal,1628,703,925,0,169,129,98,80,75,60,79,77,106,755,0,78,61,36,25,27,26,37,34,49,373,330,0,91,68,62,55,48,34,42,43,57,500,425,0.0,0.0
2025,13,13,13105,113312,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Carlos Lorca Tobar,Primario,Vigente en Operación Habitual,True,False,Obesidad,3394,1107,2287,0,200,242,319,300,277,290,322,343,359,742,0,55,83,100,103,104,106,111,116,130,908,199,0,145,159,219,197,173,184,211,227,229,1744,543,0.0,0.0
2025,13,13,13105,113312,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Carlos Lorca Tobar,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,2864,1156,1708,0,184,208,222,230,207,192,221,231,286,883,0,66,87,91,90,97,72,93,102,129,827,329,0,118,121,131,140,110,120,128,129,157,1154,554,0.0,0.0
2025,13,13,13105,113314,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Cóndores de Chile,Primario,Vigente en Operación Habitual,True,False,Bajo peso,324,125,199,1,11,4,3,2,6,1,1,1,3,291,1,5,2,0,1,1,1,1,0,3,14,110,0,6,2,3,1,5,0,0,1,0,18,181,0.0,0.0
2025,13,13,13105,113314,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Cóndores de Chile,Primario,Vigente en Operación Habitual,True,False,Normal,1483,618,865,9,137,122,96,90,54,55,60,99,120,641,2,53,46,39,34,19,24,18,45,73,351,265,7,84,76,57,56,35,31,42,54,47,482,376,0.0,0.0
2025,13,13,13105,113314,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Cóndores de Chile,Primario,Vigente en Operación Habitual,True,False,Obesidad,2719,884,1835,6,147,203,249,243,230,209,265,301,299,567,4,41,67,62,86,79,68,92,128,104,727,153,2,106,136,187,157,151,141,173,173,195,1419,414,0.0,0.0
2025,13,13,13105,113314,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Cóndores de Chile,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,2319,991,1328,7,111,161,168,176,142,144,163,238,276,733,1,41,59,71,59,58,60,78,123,135,684,306,6,70,102,97,117,84,84,85,115,141,895,427,0.0,0.0
2025,13,13,13105,113317,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Laura,Primario,Vigente en Operación Habitual,True,False,Bajo peso,236,101,135,0,6,8,4,0,0,1,0,5,2,210,0,2,7,3,0,0,0,0,0,1,13,88,0,4,1,1,0,0,1,0,5,1,13,122,0.0,0.0
2025,13,13,13105,113317,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Laura,Primario,Vigente en Operación Habitual,True,False,Normal,1349,573,776,4,122,97,73,70,45,39,52,58,87,702,1,49,42,24,29,21,14,21,23,45,268,304,3,73,55,49,41,24,25,31,35,42,375,398,0.0,0.0
2025,13,13,13105,113317,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Laura,Primario,Vigente en Operación Habitual,True,False,Obesidad,2123,666,1457,0,141,168,193,203,217,191,191,187,196,436,0,39,54,47,60,75,62,58,65,82,542,124,0,102,114,146,143,142,129,133,122,114,1145,312,0.0,0.0
2025,13,13,13105,113317,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Laura,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1877,715,1162,4,126,114,145,143,158,134,143,159,166,585,0,37,36,53,48,62,54,58,79,65,492,223,4,89,78,92,95,96,80,85,80,101,796,362,0.0,0.0
2025,13,13,13105,113323,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Mario Salcedo,Primario,Vigente en Operación Habitual,True,False,Bajo peso,183,76,107,0,7,6,1,4,2,1,1,2,4,155,0,4,1,1,3,0,0,0,0,2,11,65,0,3,5,0,1,2,1,1,2,2,17,90,0.0,0.0
2025,13,13,13105,113323,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Mario Salcedo,Primario,Vigente en Operación Habitual,True,False,Normal,931,424,507,0,119,88,77,50,65,51,38,43,63,337,0,53,38,36,14,31,33,16,19,27,267,157,0,66,50,41,36,34,18,22,24,36,327,180,0.0,0.0
2025,13,13,13105,113323,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Mario Salcedo,Primario,Vigente en Operación Habitual,True,False,Obesidad,2210,667,1543,0,157,216,206,249,251,222,161,166,224,358,0,36,70,56,70,58,79,65,49,77,560,107,0,121,146,150,179,193,143,96,117,147,1292,251,0.0,0.0
2025,13,13,13105,113323,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Mario Salcedo,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,1586,650,936,0,135,113,138,125,161,90,118,98,170,438,0,49,42,48,56,64,46,61,40,76,482,168,0,86,71,90,69,97,44,57,58,94,666,270,0.0,0.0
2025,13,13,13105,113324,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dra. Haydeé López Casoou,Primario,Vigente en Operación Habitual,True,False,Bajo peso,308,141,167,0,14,7,8,0,2,2,6,6,5,258,0,10,0,2,0,1,1,1,4,3,22,119,0,4,7,6,0,1,1,5,2,2,28,139,0.0,0.0
2025,13,13,13105,113324,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dra. Haydeé López Casoou,Primario,Vigente en Operación Habitual,True,False,Normal,1340,577,763,1,200,105,97,71,66,71,64,81,69,515,0,62,43,42,41,31,35,37,42,47,380,197,1,138,62,55,30,35,36,27,39,22,444,318,0.0,0.0
2025,13,13,13105,113324,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dra. Haydeé López Casoou,Primario,Vigente en Operación Habitual,True,False,Obesidad,2868,1062,1806,1,228,255,274,258,244,216,279,232,217,664,0,73,76,91,96,101,100,111,120,101,869,193,1,155,179,183,162,143,116,168,112,116,1334,471,0.0,0.0
2025,13,13,13105,113324,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dra. Haydeé López Casoou,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,2416,1078,1338,2,187,199,161,153,184,149,216,232,202,731,0,72,68,72,55,79,76,94,128,125,769,309,2,115,131,89,98,105,73,122,104,77,914,422,0.0,0.0
2025,13,13,13105,113329,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Canciller Orlando Letelier,Primario,Vigente en Operación Habitual,True,False,Bajo peso,198,69,129,0,2,4,3,1,0,0,0,1,0,187,0,0,2,0,0,0,0,0,1,0,3,66,0,2,2,3,1,0,0,0,0,0,8,121,0.0,0.0
2025,13,13,13105,113329,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Canciller Orlando Letelier,Primario,Vigente en Operación Habitual,True,False,Normal,903,384,519,0,117,56,61,45,41,29,43,42,45,424,0,44,26,23,20,14,17,22,15,26,207,177,0,73,30,38,25,27,12,21,27,19,272,247,0.0,0.0
2025,13,13,13105,113329,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Canciller Orlando Letelier,Primario,Vigente en Operación Habitual,True,False,Obesidad,2109,774,1335,0,131,161,192,179,228,194,213,191,177,443,0,41,53,66,59,109,74,95,65,80,642,132,0,90,108,126,120,119,120,118,126,97,1024,311,0.0,0.0
2025,13,13,13105,113329,,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Canciller Orlando Letelier,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,2068,810,1258,0,144,166,158,200,150,154,187,161,155,593,0,44,62,48,81,59,59,76,87,79,595,215,0,100,104,110,119,91,95,111,74,76,880,378,0.0,0.0
2025,13,13,13105,113717,113317,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Santa Laura,Primario,Vigente en Operación Habitual,True,False,Bajo peso,27,13,14,0,1,1,0,0,1,0,2,0,0,22,0,0,1,0,0,0,0,2,0,0,3,10,0,1,0,0,0,1,0,0,0,0,2,12,0.0,0.0
2025,13,13,13105,113717,113317,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Santa Laura,Primario,Vigente en Operación Habitual,True,False,Normal,148,77,71,2,10,12,9,13,2,9,4,8,13,66,1,5,5,3,7,0,6,3,5,10,44,32,1,5,7,6,6,2,3,1,3,3,36,34,0.0,0.0
2025,13,13,13105,113717,113317,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Santa Laura,Primario,Vigente en Operación Habitual,True,False,Obesidad,238,64,174,0,18,22,21,26,23,15,13,17,29,54,0,7,9,2,7,10,5,5,2,4,51,13,0,11,13,19,19,13,10,8,15,25,133,41,0.0,0.0
2025,13,13,13105,113717,113317,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Santa Laura,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,220,91,129,0,8,19,17,19,15,15,12,23,25,67,0,3,6,5,11,4,4,6,11,15,65,26,0,5,13,12,8,11,11,6,12,10,88,41,0.0,0.0
2025,13,13,13105,200962,113312,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Los Sauces,Primario,Vigente en Operación Habitual,True,False,Bajo peso,77,25,52,0,8,3,1,0,0,0,1,1,3,60,0,0,2,0,0,0,0,1,1,1,5,20,0,8,1,1,0,0,0,0,0,2,12,40,0.0,0.0
2025,13,13,13105,200962,113312,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Los Sauces,Primario,Vigente en Operación Habitual,True,False,Normal,316,146,170,0,35,17,22,20,9,8,12,18,22,153,0,19,4,7,11,4,5,4,8,12,74,72,0,16,13,15,9,5,3,8,10,10,89,81,0.0,0.0
2025,13,13,13105,200962,113312,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Los Sauces,Primario,Vigente en Operación Habitual,True,False,Obesidad,612,208,404,0,33,46,54,45,51,41,48,68,88,138,0,11,16,18,13,20,14,15,23,36,166,42,0,22,30,36,32,31,27,33,45,52,308,96,0.0,0.0
2025,13,13,13105,200962,113312,13,Servicio de Salud Metropolitano Sur,Municipal,13105,El Bosque,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Los Sauces,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,433,183,250,0,23,24,41,27,26,19,21,47,37,168,0,8,9,15,10,12,7,8,19,18,106,77,0,15,15,26,17,14,12,13,28,19,159,91,0.0,0.0
2025,13,13,13109,113311,,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Anselma,Primario,Vigente en Operación Habitual,True,False,Bajo peso,560,183,377,0,16,7,9,3,3,1,2,7,5,507,0,4,2,4,1,1,1,1,2,2,18,165,0,12,5,5,2,2,0,1,5,3,35,342,0.0,0.0
2025,13,13,13109,113311,,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Anselma,Primario,Vigente en Operación Habitual,True,False,Normal,2704,1025,1679,0,210,195,170,125,134,108,103,109,162,1388,0,67,70,58,45,50,33,43,39,64,469,556,0,143,125,112,80,84,75,60,70,98,847,832,0.0,0.0
2025,13,13,13109,113311,,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Anselma,Primario,Vigente en Operación Habitual,True,False,Obesidad,3312,1065,2247,0,143,217,298,336,306,265,302,340,351,754,0,32,51,101,119,113,88,115,115,137,871,194,0,111,166,197,217,193,177,187,225,214,1687,560,0.0,0.0
2025,13,13,13109,113311,,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santa Anselma,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,3432,1316,2116,0,159,222,260,269,266,232,274,340,368,1042,0,60,80,95,101,104,82,108,128,147,905,411,0,99,142,165,168,162,150,166,212,221,1485,631,0.0,0.0
2025,13,13,13109,113326,,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Eduardo Frei Montalva,Primario,Vigente en Operación Habitual,True,False,Bajo peso,325,106,219,0,18,6,4,1,1,3,3,1,5,283,0,4,2,2,1,1,1,2,1,2,16,90,0,14,4,2,0,0,2,1,0,3,26,193,0.0,0.0
2025,13,13,13109,113326,,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Eduardo Frei Montalva,Primario,Vigente en Operación Habitual,True,False,Normal,2077,869,1208,0,174,185,159,117,92,70,98,90,106,986,0,79,73,69,47,35,29,27,49,46,454,415,0,95,112,90,70,57,41,71,41,60,637,571,0.0,0.0
2025,13,13,13109,113326,,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Eduardo Frei Montalva,Primario,Vigente en Operación Habitual,True,False,Obesidad,2491,857,1634,0,120,169,251,257,252,222,199,218,237,566,0,30,52,93,96,103,81,78,75,96,704,153,0,90,117,158,161,149,141,121,143,141,1221,413,0.0,0.0
2025,13,13,13109,113326,,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Eduardo Frei Montalva,Primario,Vigente en Operación Habitual,True,False,Sobrepeso,2592,978,1614,0,145,198,227,247,223,177,208,198,228,741,0,43,70,91,97,83,69,77,85,93,708,270,0,102,128,136,150,140,108,131,113,135,1143,471,0.0,0.0
2025,13,13,13109,200360,113326,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Eduardo Frei Montalva,Primario,Vigente en Operación Habitual,True,False,Bajo peso,49,19,30,0,3,1,1,0,0,1,1,0,0,42,0,1,0,1,0,0,0,1,0,0,3,16,0,2,1,0,0,0,1,0,0,0,4,26,0.0,0.0
2025,13,13,13109,200360,113326,13,Servicio de Salud Metropolitano Sur,Municipal,13109,La Cisterna,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Eduardo Frei Montalva,Primario,Vigente en Operación Habitual,True,False,Normal,196,82,114,0,16,14,12,10,2,7,8,9,7,111,0,5,3,3,4,1,0,3,3,2,24,58,0,11,11,9,6,1,7,5,6,5,61,53,0.0,0.0
