Ano,nivel_geografico,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,factor_riesgo,total_15_mas,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_mas,total_15_mas_numerador,15_19_numerador,20_24_numerador,25_29_numerador,30_34_numerador,35_39_numerador,40_44_numerador,45_49_numerador,50_54_numerador,55_59_numerador,60_64_numerador,65_mas_numerador,sexo,15_19_prevalencia_pct,20_24_prevalencia_pct,25_29_prevalencia_pct,30_34_prevalencia_pct,35_39_prevalencia_pct,40_44_prevalencia_pct,45_49_prevalencia_pct,50_54_prevalencia_pct,55_59_prevalencia_pct,60_64_prevalencia_pct,65_mas_prevalencia_pct,total_15_mas_prevalencia_pct
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Colesterol elevado,1613,851,0,10,16,29,44,34,41,62,62,464,23623,12313,57,950,1134,1088,1048,959,810,791,778,3695,Mujer,6.911394461138634,0.0,1.0526315789473684,1.4109347442680775,2.6654411764705883,4.198473282442748,3.5453597497393115,5.061728395061729,7.83817951959545,7.969151670951156,12.557510148849795,6.828091266985564
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Glicemia alterada,2509,1358,1,14,20,24,43,56,49,58,54,832,23623,12313,57,950,1134,1088,1048,959,810,791,778,3695,Mujer,11.028993746446845,1.7543859649122806,1.4736842105263157,1.763668430335097,2.2058823529411766,4.103053435114504,5.839416058394161,6.049382716049383,7.332490518331227,6.940874035989718,22.516914749661705,10.621004952800236
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Presion arterial elevada,3083,1703,1,10,21,29,49,72,86,72,91,949,23623,12313,57,950,1134,1088,1048,959,810,791,778,3695,Mujer,13.830910419881427,1.7543859649122806,1.0526315789473684,1.8518518518518516,2.6654411764705883,4.675572519083969,7.5078206465067785,10.617283950617285,9.102402022756005,11.696658097686376,25.683355886332883,13.050840282775262
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13501,Melipilla,Tabaquismo,4209,2120,4,163,215,226,231,253,204,163,149,481,23623,12313,57,950,1134,1088,1048,959,810,791,778,3695,Mujer,17.217574920815398,7.017543859649122,17.157894736842106,18.95943562610229,20.772058823529413,22.041984732824428,26.38164754953076,25.185185185185183,20.606826801517066,19.151670951156813,13.017591339648174,17.817381365618253
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,Colesterol elevado,241,125,0,4,3,4,4,4,10,10,12,65,2160,1135,0,65,88,90,84,65,80,75,60,418,Mujer,11.013215859030836,,6.153846153846154,3.4090909090909087,4.444444444444445,4.761904761904762,6.153846153846154,12.5,13.333333333333334,20.0,15.550239234449762,11.157407407407408
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,Glicemia alterada,424,220,0,4,1,4,7,8,20,17,17,126,2160,1135,0,65,88,90,84,65,80,75,60,418,Mujer,19.383259911894275,,6.153846153846154,1.1363636363636365,4.444444444444445,8.333333333333332,12.307692307692308,25.0,22.666666666666664,28.333333333333332,30.14354066985646,19.62962962962963
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,Presion arterial elevada,412,224,0,1,4,2,6,14,8,20,15,118,2160,1135,0,65,88,90,84,65,80,75,60,418,Mujer,19.73568281938326,,1.5384615384615385,4.545454545454546,2.2222222222222223,7.142857142857142,21.53846153846154,10.0,26.666666666666668,25.0,28.22966507177033,19.074074074074073
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13502,Alhué,Tabaquismo,389,199,0,5,18,21,23,14,20,16,15,58,2160,1135,0,65,88,90,84,65,80,75,60,418,Mujer,17.53303964757709,,7.6923076923076925,20.454545454545457,23.333333333333332,27.380952380952383,21.53846153846154,25.0,21.333333333333336,25.0,13.875598086124402,18.00925925925926
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13503,Curacaví,Colesterol elevado,106,58,0,0,0,0,0,0,0,0,0,48,1800,944,4,57,81,71,77,57,50,46,47,366,Mujer,6.1440677966101696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.114754098360656,5.888888888888888
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13503,Curacaví,Glicemia alterada,268,144,1,6,8,2,9,2,3,4,4,85,1800,944,4,57,81,71,77,57,50,46,47,366,Mujer,15.254237288135593,25.0,10.526315789473683,9.876543209876543,2.8169014084507045,11.688311688311687,3.508771929824561,6.0,8.695652173913043,8.51063829787234,23.224043715846996,14.888888888888888
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13503,Curacaví,Presion arterial elevada,205,112,0,1,3,2,1,6,4,4,4,68,1800,944,4,57,81,71,77,57,50,46,47,366,Mujer,11.864406779661017,0.0,1.7543859649122806,3.7037037037037033,2.8169014084507045,1.2987012987012987,10.526315789473683,8.0,8.695652173913043,8.51063829787234,18.579234972677597,11.38888888888889
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13503,Curacaví,Tabaquismo,175,88,1,7,13,10,7,2,3,6,2,36,1800,944,4,57,81,71,77,57,50,46,47,366,Mujer,9.322033898305085,25.0,12.280701754385964,16.049382716049383,14.084507042253522,9.090909090909092,3.508771929824561,6.0,13.043478260869565,4.25531914893617,9.836065573770492,9.722222222222223
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,Colesterol elevado,537,278,0,3,1,10,7,12,19,34,41,132,3380,1782,3,97,79,103,91,125,111,160,160,669,Mujer,15.600448933782268,0.0,3.0927835051546393,1.2658227848101267,9.70873786407767,7.6923076923076925,9.6,17.117117117117118,21.25,25.624999999999996,19.730941704035875,15.887573964497042
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,Glicemia alterada,794,427,0,2,2,3,5,14,19,41,39,242,3380,1782,3,97,79,103,91,125,111,160,160,669,Mujer,23.961840628507293,0.0,2.0618556701030926,2.5316455696202533,2.912621359223301,5.4945054945054945,11.200000000000001,17.117117117117118,25.624999999999996,24.375,36.173393124065775,23.49112426035503
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,Presion arterial elevada,668,364,0,3,5,7,12,12,21,30,34,180,3380,1782,3,97,79,103,91,125,111,160,160,669,Mujer,20.42648709315376,0.0,3.0927835051546393,6.329113924050633,6.796116504854369,13.186813186813188,9.6,18.91891891891892,18.75,21.25,26.905829596412556,19.763313609467456
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13504,Maria Pinto,Tabaquismo,575,289,0,15,13,29,20,29,27,32,30,91,3380,1782,3,97,79,103,91,125,111,160,160,669,Mujer,16.217732884399553,0.0,15.463917525773196,16.455696202531644,28.155339805825243,21.978021978021978,23.200000000000003,24.324324324324326,20.0,18.75,13.602391629297458,17.011834319526628
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13505,San Pedro,Colesterol elevado,138,70,1,4,4,2,1,3,7,7,12,27,2455,1279,2,85,101,121,131,84,77,95,95,385,Mujer,5.473025801407349,50.0,4.705882352941177,3.9603960396039604,1.6528925619834711,0.7633587786259541,3.571428571428571,9.090909090909092,7.368421052631578,12.631578947368421,7.012987012987012,5.621181262729124
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13505,San Pedro,Glicemia alterada,450,232,0,10,14,22,17,14,19,18,22,82,2455,1279,2,85,101,121,131,84,77,95,95,385,Mujer,18.1391712275215,0.0,11.76470588235294,13.861386138613863,18.181818181818183,12.977099236641221,16.666666666666664,24.675324675324674,18.947368421052634,23.157894736842106,21.298701298701296,18.329938900203665
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13505,San Pedro,Presion arterial elevada,336,186,0,1,3,3,7,4,6,4,19,103,2455,1279,2,85,101,121,131,84,77,95,95,385,Mujer,14.5426114151681,0.0,1.1764705882352942,2.9702970297029703,2.479338842975207,5.343511450381679,4.761904761904762,7.792207792207792,4.2105263157894735,20.0,26.75324675324675,13.686354378818738
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13505,San Pedro,Tabaquismo,161,81,1,6,3,8,8,7,11,6,10,20,2455,1279,2,85,101,121,131,84,77,95,95,385,Mujer,6.333072713057075,50.0,7.0588235294117645,2.9702970297029703,6.6115702479338845,6.106870229007633,8.333333333333332,14.285714285714285,6.315789473684211,10.526315789473683,5.194805194805195,6.558044806517311
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13601,Talagante,Colesterol elevado,2591,1299,0,71,84,123,142,134,158,163,183,234,13333,6960,9,408,489,566,515,467,639,449,463,2368,Mujer,18.663793103448274,0.0,17.401960784313726,17.177914110429448,21.73144876325088,27.57281553398058,28.693790149892934,24.726134585289515,36.30289532293987,39.524838012958966,9.881756756756758,19.432985824645616
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13601,Talagante,Glicemia alterada,3461,1741,3,159,187,222,218,181,209,170,152,219,13333,6960,9,408,489,566,515,467,639,449,463,2368,Mujer,25.014367816091955,33.33333333333333,38.970588235294116,38.24130879345603,39.2226148409894,42.33009708737864,38.75802997858672,32.70735524256651,37.8619153674833,32.82937365010799,9.24831081081081,25.958148953723843
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13601,Talagante,Presion arterial elevada,924,474,0,3,15,22,32,31,57,55,63,172,13333,6960,9,408,489,566,515,467,639,449,463,2368,Mujer,6.810344827586206,0.0,0.7352941176470588,3.067484662576687,3.8869257950530036,6.213592233009709,6.638115631691649,8.92018779342723,12.24944320712695,13.606911447084233,7.263513513513513,6.930173254331358
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13601,Talagante,Tabaquismo,2071,1038,0,58,107,125,127,126,110,88,71,221,13333,6960,9,408,489,566,515,467,639,449,463,2368,Mujer,14.913793103448276,0.0,14.215686274509803,21.881390593047033,22.084805653710244,24.660194174757283,26.98072805139186,17.214397496087635,19.599109131403118,15.334773218142548,9.33277027027027,15.532888322208056
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13602,El Monte,Colesterol elevado,1097,576,0,5,8,14,18,28,26,60,70,292,6425,3391,17,170,179,192,243,218,205,250,288,1272,Mujer,16.986139781775286,0.0,2.941176470588235,4.4692737430167595,7.291666666666667,7.4074074074074066,12.844036697247708,12.682926829268293,24.0,24.305555555555554,22.955974842767297,17.073929961089494
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13602,El Monte,Glicemia alterada,1799,939,1,19,15,26,42,54,57,87,104,455,6425,3391,17,170,179,192,243,218,205,250,288,1272,Mujer,27.69094662341492,5.88235294117647,11.176470588235295,8.379888268156424,13.541666666666666,17.28395061728395,24.770642201834864,27.80487804878049,34.8,36.11111111111111,35.770440251572325,28.000000000000004
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13602,El Monte,Presion arterial elevada,1538,822,0,18,13,17,37,42,49,77,99,364,6425,3391,17,170,179,192,243,218,205,250,288,1272,Mujer,24.240636980241817,0.0,10.588235294117647,7.262569832402235,8.854166666666668,15.22633744855967,19.26605504587156,23.902439024390244,30.8,34.375,28.61635220125786,23.93774319066148
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13602,El Monte,Tabaquismo,1336,671,3,38,48,62,61,72,52,72,62,195,6425,3391,17,170,179,192,243,218,205,250,288,1272,Mujer,19.787673252727807,17.647058823529413,22.35294117647059,26.81564245810056,32.29166666666667,25.102880658436217,33.02752293577982,25.365853658536587,28.799999999999997,21.52777777777778,15.330188679245282,20.793774319066145
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,Colesterol elevado,633,323,0,6,12,22,28,27,42,24,44,105,6775,3523,0,255,242,291,301,279,248,236,252,1148,Mujer,9.168322452455294,,2.3529411764705883,4.958677685950414,7.560137457044673,9.30232558139535,9.67741935483871,16.93548387096774,10.16949152542373,17.46031746031746,9.146341463414634,9.343173431734316
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,Glicemia alterada,979,504,0,22,23,40,42,36,50,49,41,172,6775,3523,0,255,242,291,301,279,248,236,252,1148,Mujer,14.30598921373829,,8.627450980392156,9.50413223140496,13.745704467353953,13.953488372093023,12.903225806451612,20.161290322580644,20.76271186440678,16.26984126984127,14.982578397212542,14.450184501845017
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,Presion arterial elevada,887,461,0,12,15,20,28,36,43,44,58,170,6775,3523,0,255,242,291,301,279,248,236,252,1148,Mujer,13.08543854669316,,4.705882352941177,6.198347107438017,6.872852233676976,9.30232558139535,12.903225806451612,17.338709677419356,18.64406779661017,23.015873015873016,14.80836236933798,13.092250922509225
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13603,Isla de Maipo,Tabaquismo,1279,643,0,54,58,74,80,95,74,53,53,95,6775,3523,0,255,242,291,301,279,248,236,252,1148,Mujer,18.251490207209763,,21.176470588235293,23.96694214876033,25.42955326460481,26.578073089701,34.05017921146953,29.838709677419356,22.45762711864407,21.03174603174603,8.275261324041812,18.878228782287824
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13604,Padre Hurtado,Colesterol elevado,659,331,0,2,4,14,11,24,55,52,86,80,16918,8716,371,567,650,855,916,726,642,652,605,2218,Mujer,3.7976135842129417,0.0,0.3527336860670194,0.6153846153846154,1.6374269005847955,1.2008733624454149,3.3057851239669422,8.566978193146417,7.975460122699387,14.214876033057852,3.606853020739405,3.89525948693699
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13604,Padre Hurtado,Glicemia alterada,666,337,2,4,17,13,36,32,38,57,68,62,16918,8716,371,567,650,855,916,726,642,652,605,2218,Mujer,3.8664525011473154,0.5390835579514826,0.7054673721340388,2.6153846153846154,1.5204678362573099,3.9301310043668125,4.40771349862259,5.919003115264798,8.742331288343557,11.239669421487603,2.7953110910730388,3.93663553611538
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13604,Padre Hurtado,Presion arterial elevada,905,477,3,3,4,18,24,33,54,54,50,185,16918,8716,371,567,650,855,916,726,642,652,605,2218,Mujer,5.472693896282699,0.8086253369272237,0.5291005291005291,0.6153846153846154,2.1052631578947367,2.6200873362445414,4.545454545454546,8.411214953271028,8.282208588957054,8.264462809917356,8.340847610459875,5.349332072348977
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13604,Padre Hurtado,Tabaquismo,1798,906,8,38,83,105,114,103,74,90,52,225,16918,8716,371,567,650,855,916,726,642,652,605,2218,Mujer,10.394676457090409,2.15633423180593,6.701940035273369,12.769230769230768,12.280701754385964,12.445414847161572,14.18732782369146,11.526479750778815,13.803680981595093,8.59504132231405,10.144274120829575,10.627733774677859
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,Colesterol elevado,2799,1456,0,35,39,58,89,106,134,153,171,558,18822,9873,6,535,581,663,752,654,728,857,803,3370,Mujer,14.747290590499343,0.0,6.5420560747663545,6.712564543889846,8.74811463046757,11.835106382978724,16.207951070336392,18.40659340659341,17.852975495915985,21.29514321295143,16.55786350148368,14.870895760280522
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,Glicemia alterada,5692,3030,0,109,109,135,164,179,202,233,225,1306,18822,9873,6,535,581,663,752,654,728,857,803,3370,Mujer,30.689759951382555,0.0,20.373831775700936,18.76075731497418,20.361990950226243,21.808510638297875,27.370030581039757,27.747252747252748,27.18786464410735,28.019925280199253,38.753709198813056,30.241207098076718
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,Presion arterial elevada,3002,1645,0,13,14,25,38,63,95,117,132,860,18822,9873,6,535,581,663,752,654,728,857,803,3370,Mujer,16.661602349843005,0.0,2.4299065420560746,2.4096385542168677,3.770739064856712,5.053191489361701,9.63302752293578,13.049450549450551,13.652275379229872,16.43835616438356,25.519287833827892,15.94942089044735
2025,comuna,10,Servicio de Salud Metropolitano Occidente,13605,Peñaflor,Tabaquismo,4029,2029,3,113,134,181,207,204,212,200,175,571,18822,9873,6,535,581,663,752,654,728,857,803,3370,Mujer,20.55099767041426,50.0,21.121495327102803,23.06368330464716,27.300150829562593,27.526595744680847,31.19266055045872,29.120879120879124,23.337222870478413,21.793275217932752,16.943620178041545,21.405801721389864
2025,comuna,11,Servicio de Salud Metropolitano Central,13101,Santiago,Colesterol elevado,9020,4680,13,88,166,293,344,357,388,472,462,1757,58469,30640,1568,1557,2153,2741,2573,2236,1915,1927,1853,9306,Mujer,15.274151436031334,0.8290816326530612,5.65189466923571,7.710171853228054,10.689529368843488,13.369607462106488,15.966010733452594,20.261096605744125,24.494032174364296,24.932541824069077,18.880292284547604,15.426978398809627
2025,comuna,11,Servicio de Salud Metropolitano Central,13101,Santiago,Glicemia alterada,10147,5326,19,153,265,338,406,382,328,434,420,2076,58469,30640,1568,1557,2153,2741,2573,2236,1915,1927,1853,9306,Mujer,17.382506527415142,1.211734693877551,9.826589595375722,12.308406874129123,12.331265961327983,15.77924601632336,17.08407871198569,17.12793733681462,22.522055007784118,22.665947112790068,22.308188265635074,17.35449554464759
2025,comuna,11,Servicio de Salud Metropolitano Central,13101,Santiago,Presion arterial elevada,5493,2937,2,29,48,76,111,188,193,254,281,1374,58469,30640,1568,1557,2153,2741,2573,2236,1915,1927,1853,9306,Mujer,9.585509138381202,0.12755102040816327,1.8625561978163132,2.2294472828611243,2.7727106895293687,4.314030314807617,8.407871198568873,10.078328981723237,13.1811105345096,15.164597949271453,14.764667956157318,9.394721989430296
2025,comuna,11,Servicio de Salud Metropolitano Central,13101,Santiago,Tabaquismo,9319,4757,109,287,327,371,389,390,347,382,306,1654,58469,30640,1568,1557,2153,2741,2573,2236,1915,1927,1853,9306,Mujer,15.525456919060051,6.951530612244898,18.432883750802826,15.188109614491408,13.535206129149946,15.118538670812281,17.441860465116278,18.120104438642297,19.823559937727037,16.51376146788991,17.773479475607136,15.938360498725821
2025,comuna,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,Colesterol elevado,3241,1689,1,42,45,72,78,103,120,188,228,675,15744,8276,216,345,396,486,497,461,530,641,844,3052,Mujer,20.40840985983567,0.4629629629629629,12.173913043478262,11.363636363636363,14.814814814814813,15.694164989939638,22.342733188720175,22.641509433962266,29.329173166926676,27.014218009478675,22.116644823066842,20.585619918699187
2025,comuna,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,Glicemia alterada,3955,2086,7,37,67,97,111,107,129,189,253,872,15744,8276,216,345,396,486,497,461,530,641,844,3052,Mujer,25.205413243112613,3.2407407407407405,10.72463768115942,16.91919191919192,19.958847736625515,22.334004024144868,23.210412147505423,24.339622641509433,29.485179407176286,29.976303317535546,28.57142857142857,25.120680894308943
2025,comuna,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,Presion arterial elevada,3034,1644,1,21,22,38,70,81,81,128,139,809,15744,8276,216,345,396,486,497,461,530,641,844,3052,Mujer,19.86466892218463,0.4629629629629629,6.086956521739131,5.555555555555555,7.818930041152264,14.084507042253522,17.570498915401302,15.283018867924527,19.96879875195008,16.46919431279621,26.50720838794233,19.270833333333336
2025,comuna,11,Servicio de Salud Metropolitano Central,13102,Cerrillos,Tabaquismo,2735,1394,0,50,69,83,91,92,116,143,171,526,15744,8276,216,345,396,486,497,461,530,641,844,3052,Mujer,16.84388593523441,0.0,14.492753623188406,17.424242424242426,17.078189300411523,18.30985915492958,19.95661605206074,21.88679245283019,22.308892355694226,20.260663507109005,17.234600262123198,17.371697154471544
2025,comuna,11,Servicio de Salud Metropolitano Central,13106,Estación Central,Colesterol elevado,2910,1523,0,44,63,78,85,103,107,202,193,512,22934,12091,327,807,1065,1148,971,840,727,827,787,3344,Mujer,12.596145893639898,0.0,5.452292441140025,5.915492957746479,6.794425087108014,8.753861997940268,12.261904761904761,14.718019257221457,24.425634824667473,24.52350698856417,15.311004784688995,12.68858463416761
2025,comuna,11,Servicio de Salud Metropolitano Central,13106,Estación Central,Glicemia alterada,2463,1358,0,34,45,44,58,78,70,131,118,527,22934,12091,327,807,1065,1148,971,840,727,827,787,3344,Mujer,11.231494500041354,0.0,4.2131350681536555,4.225352112676056,3.8327526132404177,5.9732234809474765,9.285714285714286,9.628610729023384,15.840386940749699,14.993646759847524,15.759569377990431,10.739513386238771
2025,comuna,11,Servicio de Salud Metropolitano Central,13106,Estación Central,Presion arterial elevada,4275,2359,0,35,55,72,112,118,152,193,211,968,22934,12091,327,807,1065,1148,971,840,727,827,787,3344,Mujer,19.510379621205857,0.0,4.337050805452292,5.164319248826291,6.2717770034843205,11.53450051493306,14.047619047619047,20.907840440165064,23.337363966142686,26.810673443456164,28.947368421052634,18.640446498648295
2025,comuna,11,Servicio de Salud Metropolitano Central,13106,Estación Central,Tabaquismo,3806,1931,0,123,201,152,177,176,157,197,159,533,22934,12091,327,807,1065,1148,971,840,727,827,787,3344,Mujer,15.9705566123563,0.0,15.241635687732341,18.87323943661972,13.240418118466899,18.22863027806385,20.952380952380953,21.595598349381017,23.82103990326481,20.20330368487929,15.938995215311005,16.595447806749807
2025,comuna,11,Servicio de Salud Metropolitano Central,13119,Maipú,Colesterol elevado,14126,7281,2,155,226,311,380,469,523,743,845,3191,80685,42288,70,2322,2529,2774,2800,2518,2525,3150,3531,16178,Mujer,17.217650397275822,2.857142857142857,6.675279931093884,8.936338473705021,11.211247296322998,13.571428571428571,18.62589356632248,20.712871287128714,23.58730158730159,23.930897762673464,19.724316973667943,17.507591249922537
2025,comuna,11,Servicio de Salud Metropolitano Central,13119,Maipú,Glicemia alterada,40378,21244,33,790,983,1165,1265,1209,1249,1553,1841,9046,80685,42288,70,2322,2529,2774,2800,2518,2525,3150,3531,16178,Mujer,50.236473704124094,47.14285714285714,34.022394487510766,38.869118228548835,41.9971160778659,45.17857142857143,48.01429706115965,49.46534653465346,49.301587301587304,52.13820447465307,55.9154407219681,50.04399826485716
2025,comuna,11,Servicio de Salud Metropolitano Central,13119,Maipú,Presion arterial elevada,17511,9482,5,138,180,275,368,436,515,705,884,4523,80685,42288,70,2322,2529,2774,2800,2518,2525,3150,3531,16178,Mujer,22.422436625047297,7.142857142857142,5.943152454780361,7.11743772241993,9.913482335976928,13.142857142857142,17.31532962668785,20.396039603960396,22.380952380952383,25.035400736335315,27.95772036098405,21.70291875813348
2025,comuna,11,Servicio de Salud Metropolitano Central,13119,Maipú,Tabaquismo,16344,8233,7,483,685,748,753,714,640,752,742,2587,80685,42288,70,2322,2529,2774,2800,2518,2525,3150,3531,16178,Mujer,19.46888006053727,10.0,20.801033591731265,27.08580466587584,26.964671953857245,26.89285714285714,28.35583796664019,25.346534653465348,23.873015873015873,21.013877088643444,15.990851774014093,20.256553262688232
2025,comuna,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,Colesterol elevado,783,410,1,5,13,13,13,14,30,46,61,177,11825,6496,17,269,264,270,321,284,365,489,546,2504,Mujer,6.3115763546798025,5.88235294117647,1.858736059479554,4.924242424242424,4.814814814814815,4.049844236760125,4.929577464788732,8.21917808219178,9.406952965235174,11.172161172161173,7.068690095846645,6.621564482029599
2025,comuna,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,Glicemia alterada,929,509,2,8,9,10,13,14,21,35,54,254,11825,6496,17,269,264,270,321,284,365,489,546,2504,Mujer,7.835591133004927,11.76470588235294,2.973977695167286,3.4090909090909087,3.7037037037037033,4.049844236760125,4.929577464788732,5.7534246575342465,7.157464212678937,9.89010989010989,10.143769968051117,7.856236786469345
2025,comuna,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,Presion arterial elevada,1942,1138,0,5,11,19,21,36,57,86,108,461,11825,6496,17,269,264,270,321,284,365,489,546,2504,Mujer,17.51847290640394,0.0,1.858736059479554,4.166666666666666,7.037037037037037,6.5420560747663545,12.676056338028168,15.616438356164384,17.586912065439673,19.78021978021978,18.410543130990416,16.422832980972515
2025,comuna,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,Tabaquismo,2462,1261,2,51,65,76,94,65,88,142,137,481,11825,6496,17,269,264,270,321,284,365,489,546,2504,Mujer,19.411945812807883,11.76470588235294,18.95910780669145,24.62121212121212,28.14814814814815,29.283489096573206,22.887323943661972,24.10958904109589,29.038854805725972,25.09157509157509,19.20926517571885,20.82029598308668
2025,comuna,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,Colesterol elevado,908,459,0,8,20,19,26,30,54,92,71,129,25252,14046,208,439,469,549,602,608,745,973,1167,5446,Mujer,3.2678342588637332,0.0,1.8223234624145785,4.264392324093817,3.4608378870673953,4.318936877076411,4.934210526315789,7.248322147651007,9.45529290853032,6.083976006855185,2.3687109805361732,3.595754791699667
2025,comuna,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,Glicemia alterada,375,191,0,2,4,7,9,14,13,22,35,78,25252,14046,208,439,469,549,602,608,745,973,1167,5446,Mujer,1.3598177417058237,0.0,0.45558086560364464,0.8528784648187633,1.2750455373406193,1.495016611295681,2.302631578947368,1.74496644295302,2.2610483042137717,2.999143101970865,1.432243848696291,1.4850308886424837
2025,comuna,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,Presion arterial elevada,523,270,1,2,2,10,7,11,17,36,28,139,25252,14046,208,439,469,549,602,608,745,973,1167,5446,Mujer,1.9222554463904313,0.4807692307692308,0.45558086560364464,0.42643923240938164,1.8214936247723135,1.1627906976744187,1.8092105263157896,2.2818791946308723,3.6998972250770814,2.3993144815766922,2.5523319867792873,2.0711230793600506
2025,comuna,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,Tabaquismo,2034,1053,18,48,67,40,60,64,72,96,103,413,25252,14046,208,439,469,549,602,608,745,973,1167,5446,Mujer,7.496796240922683,8.653846153846153,10.933940774487471,14.285714285714285,7.285974499089254,9.966777408637874,10.526315789473683,9.664429530201343,9.866392600205549,8.826049700085688,7.583547557840617,8.054807539996832
2025,comuna,12,Servicio de Salud Metropolitano Oriente,13115,Lo Barnechea,Colesterol elevado,3103,1553,1,74,80,115,138,156,210,252,271,253,10543,5490,18,239,244,275,322,318,421,468,536,2212,Mujer,28.287795992714027,5.555555555555555,30.962343096234306,32.78688524590164,41.81818181818181,42.857142857142854,49.056603773584904,49.8812351543943,53.84615384615385,50.559701492537314,11.4376130198915,29.431850516930663
2025,comuna,12,Servicio de Salud Metropolitano Oriente,13115,Lo Barnechea,Glicemia alterada,3706,1910,2,67,85,108,138,134,183,206,254,619,10543,5490,18,239,244,275,322,318,421,468,536,2212,Mujer,34.790528233151186,11.11111111111111,28.03347280334728,34.83606557377049,39.27272727272727,42.857142857142854,42.138364779874216,43.46793349168646,44.01709401709402,47.38805970149254,27.98372513562387,35.151285212937495
2025,comuna,12,Servicio de Salud Metropolitano Oriente,13115,Lo Barnechea,Presion arterial elevada,1282,676,0,6,7,12,25,33,47,63,71,342,10543,5490,18,239,244,275,322,318,421,468,536,2212,Mujer,12.313296903460838,0.0,2.510460251046025,2.8688524590163933,4.363636363636364,7.763975155279502,10.377358490566039,11.163895486935866,13.461538461538462,13.246268656716417,15.46112115732369,12.159726832969744
2025,comuna,12,Servicio de Salud Metropolitano Oriente,13115,Lo Barnechea,Tabaquismo,1090,550,0,28,32,47,57,50,55,56,64,151,10543,5490,18,239,244,275,322,318,421,468,536,2212,Mujer,10.018214936247723,0.0,11.715481171548117,13.114754098360656,17.09090909090909,17.70186335403727,15.723270440251572,13.064133016627078,11.965811965811966,11.940298507462686,6.826401446654612,10.338613297922793
2025,comuna,12,Servicio de Salud Metropolitano Oriente,13118,Macul,Colesterol elevado,2002,1085,0,5,20,25,22,36,60,87,125,537,30718,16561,11,1012,1024,1147,1021,923,948,1079,1221,5771,Mujer,6.551536742950305,0.0,0.4940711462450593,1.953125,2.1795989537925022,2.1547502448579823,3.9003250270855903,6.329113924050633,8.063021316033364,10.237510237510238,9.305146421763991,6.517351390064458
