Ano,nivel_geografico,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,categoria_estado_nutricional,15_24_numerador,25_34_numerador,35_44_numerador,45_54_numerador,55_64_numerador,65_mas_numerador,total_15_mas_numerador,sexo,15_24,15_24_distribucion_pct,25_34,25_34_distribucion_pct,35_44,35_44_distribucion_pct,45_54,45_54_distribucion_pct,55_64,55_64_distribucion_pct,65_mas,65_mas_distribucion_pct,total_15_mas,total_15_mas_distribucion_pct
2023,comuna,11,Servicio de Salud Metropolitano Central,13106,Estación Central,Sobrepeso,0,0,0,0,0,0,6828,Mujer,0,,0,,0,,0,,0,,0,,2271,33.26010544815466
2023,comuna,11,Servicio de Salud Metropolitano Central,13119,Maipú,Bajo peso,0,0,0,0,0,0,29093,Mujer,0,,0,,0,,0,,0,,0,,1478,5.080259856322827
2023,comuna,11,Servicio de Salud Metropolitano Central,13119,Maipú,Normal,0,0,0,0,0,0,29093,Mujer,0,,0,,0,,0,,0,,0,,8563,29.43319698896642
2023,comuna,11,Servicio de Salud Metropolitano Central,13119,Maipú,Obesidad,0,0,0,0,0,0,29093,Mujer,0,,0,,0,,0,,0,,0,,9573,32.90482246588526
2023,comuna,11,Servicio de Salud Metropolitano Central,13119,Maipú,Sobrepeso,0,0,0,0,0,0,29093,Mujer,0,,0,,0,,0,,0,,0,,9479,32.58172068882549
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,Bajo peso,0,0,0,0,0,0,4399,Mujer,0,,0,,0,,0,,0,,0,,363,8.251875426233235
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,Normal,0,0,0,0,0,0,4399,Mujer,0,,0,,0,,0,,0,,0,,1439,32.71197999545351
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,Obesidad,0,0,0,0,0,0,4399,Mujer,0,,0,,0,,0,,0,,0,,1289,29.302114116844734
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13113,La Reina,Sobrepeso,0,0,0,0,0,0,4399,Mujer,0,,0,,0,,0,,0,,0,,1308,29.734030461468514
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,Bajo peso,0,0,0,0,0,0,9699,Mujer,0,,0,,0,,0,,0,,0,,1003,10.341272296113
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,Normal,0,0,0,0,0,0,9699,Mujer,0,,0,,0,,0,,0,,0,,3785,39.02464171564079
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,Obesidad,0,0,0,0,0,0,9699,Mujer,0,,0,,0,,0,,0,,0,,2031,20.940303124033406
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13114,Las Condes,Sobrepeso,0,0,0,0,0,0,9699,Mujer,0,,0,,0,,0,,0,,0,,2880,29.693782864212803
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13115,Lo Barnechea,Bajo peso,0,0,0,0,0,0,3401,Mujer,0,,0,,0,,0,,0,,0,,161,4.733901793590121
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13115,Lo Barnechea,Normal,0,0,0,0,0,0,3401,Mujer,0,,0,,0,,0,,0,,0,,934,27.462511026168773
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13115,Lo Barnechea,Obesidad,0,0,0,0,0,0,3401,Mujer,0,,0,,0,,0,,0,,0,,1118,32.87268450455748
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13115,Lo Barnechea,Sobrepeso,0,0,0,0,0,0,3401,Mujer,0,,0,,0,,0,,0,,0,,1188,34.930902675683626
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13118,Macul,Bajo peso,0,0,0,0,0,0,12801,Mujer,0,,0,,0,,0,,0,,0,,685,5.351144441840481
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13118,Macul,Normal,0,0,0,0,0,0,12801,Mujer,0,,0,,0,,0,,0,,0,,4433,34.630107022888836
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13118,Macul,Obesidad,0,0,0,0,0,0,12801,Mujer,0,,0,,0,,0,,0,,0,,3760,29.372705257401766
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13118,Macul,Sobrepeso,0,0,0,0,0,0,12801,Mujer,0,,0,,0,,0,,0,,0,,3923,30.646043277868916
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13120,Ñuñoa,Bajo peso,0,0,0,0,0,0,10419,Mujer,0,,0,,0,,0,,0,,0,,816,7.831845666570689
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13120,Ñuñoa,Normal,0,0,0,0,0,0,10419,Mujer,0,,0,,0,,0,,0,,0,,4051,38.880890680487575
2023,comuna,12,Servicio de Salud Metropolitano Oriente,13120,Ñuñoa,Obesidad,0,0,0,0,0,0,10419,Mujer,0,,0,,0,,0,,0,,0,,2393,22.967655245225068
