Ano,nivel_geografico,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,IdEstablecimiento,establecimiento_master,tipo_establecimiento_master,dependencia_master,factor_riesgo,total_15_mas,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_mas,total_15_mas_numerador,15_19_numerador,20_24_numerador,25_29_numerador,30_34_numerador,35_39_numerador,40_44_numerador,45_49_numerador,50_54_numerador,55_59_numerador,60_64_numerador,65_mas_numerador,sexo,15_19_prevalencia_pct,20_24_prevalencia_pct,25_29_prevalencia_pct,30_34_prevalencia_pct,35_39_prevalencia_pct,40_44_prevalencia_pct,45_49_prevalencia_pct,50_54_prevalencia_pct,55_59_prevalencia_pct,60_64_prevalencia_pct,65_mas_prevalencia_pct,total_15_mas_prevalencia_pct
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114321,Centro de Salud Familiar Cardenal Silva Henríquez,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,156,1,10,14,12,12,12,9,16,13,8,49,565.0,6.0,36.0,34.0,32.0,31.0,24.0,26.0,33.0,34.0,30.0,279.0,Hombre,16.666666666666664,27.77777777777778,41.17647058823529,37.5,38.70967741935484,50.0,34.61538461538461,48.484848484848484,38.23529411764706,26.666666666666668,17.562724014336915,27.61061946902655
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114322,Centro de Salud Familiar Padre Manuel Villaseca,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,82,0,0,0,0,0,0,0,0,0,0,82,2570.0,8.0,157.0,154.0,188.0,165.0,139.0,112.0,109.0,124.0,143.0,1271.0,Hombre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.451612903225806,3.1906614785992216
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114322,Centro de Salud Familiar Padre Manuel Villaseca,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,374,0,1,1,1,2,0,1,0,0,1,367,2570.0,8.0,157.0,154.0,188.0,165.0,139.0,112.0,109.0,124.0,143.0,1271.0,Hombre,0.0,0.6369426751592357,0.6493506493506493,0.5319148936170213,1.2121212121212122,0.0,0.8928571428571428,0.0,0.0,0.6993006993006993,28.87490165224233,14.552529182879379
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114322,Centro de Salud Familiar Padre Manuel Villaseca,Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,269,0,4,11,16,20,16,18,18,20,21,125,2570.0,8.0,157.0,154.0,188.0,165.0,139.0,112.0,109.0,124.0,143.0,1271.0,Hombre,0.0,2.547770700636943,7.142857142857142,8.51063829787234,12.121212121212121,11.510791366906476,16.071428571428573,16.51376146788991,16.129032258064516,14.685314685314685,9.83477576711251,10.46692607003891
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114322,Centro de Salud Familiar Padre Manuel Villaseca,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,547,1,36,42,57,58,44,36,32,45,51,145,2570.0,8.0,157.0,154.0,188.0,165.0,139.0,112.0,109.0,124.0,143.0,1271.0,Hombre,12.5,22.929936305732486,27.27272727272727,30.319148936170215,35.15151515151515,31.654676258992804,32.142857142857146,29.357798165137616,36.29032258064516,35.66433566433567,11.408339889850511,21.284046692607003
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114323,Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS,Centro de Salud Familiar (CESFAM),Delegado,Colesterol elevado,6,0,0,0,2,1,1,0,2,0,0,0,596.0,59.0,36.0,31.0,28.0,21.0,18.0,28.0,35.0,18.0,18.0,304.0,Hombre,0.0,0.0,0.0,7.142857142857142,4.761904761904762,5.555555555555555,0.0,5.714285714285714,0.0,0.0,0.0,1.006711409395973
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114323,Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS,Centro de Salud Familiar (CESFAM),Delegado,Glicemia alterada,352,1,29,17,17,10,15,19,28,12,13,191,596.0,59.0,36.0,31.0,28.0,21.0,18.0,28.0,35.0,18.0,18.0,304.0,Hombre,1.694915254237288,80.55555555555556,54.83870967741935,60.71428571428571,47.61904761904761,83.33333333333334,67.85714285714286,80.0,66.66666666666666,72.22222222222221,62.82894736842105,59.06040268456376
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114323,Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS,Centro de Salud Familiar (CESFAM),Delegado,Presion arterial elevada,194,2,5,3,6,6,4,12,11,7,9,129,596.0,59.0,36.0,31.0,28.0,21.0,18.0,28.0,35.0,18.0,18.0,304.0,Hombre,3.389830508474576,13.88888888888889,9.67741935483871,21.428571428571427,28.57142857142857,22.22222222222222,42.857142857142854,31.428571428571427,38.88888888888889,50.0,42.43421052631579,32.5503355704698
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114323,Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS,Centro de Salud Familiar (CESFAM),Delegado,Tabaquismo,137,0,15,12,14,11,11,8,15,10,9,32,596.0,59.0,36.0,31.0,28.0,21.0,18.0,28.0,35.0,18.0,18.0,304.0,Hombre,0.0,41.66666666666667,38.70967741935484,50.0,52.38095238095239,61.111111111111114,28.57142857142857,42.857142857142854,55.55555555555556,50.0,10.526315789473683,22.986577181208055
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114326,Centro de Salud Familiar Karol Wojtyla,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,48,0,0,0,1,0,1,1,1,0,1,43,565.0,4.0,18.0,37.0,20.0,19.0,28.0,22.0,24.0,16.0,17.0,360.0,Hombre,0.0,0.0,0.0,5.0,0.0,3.571428571428571,4.545454545454546,4.166666666666666,0.0,5.88235294117647,11.944444444444445,8.495575221238937
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114326,Centro de Salud Familiar Karol Wojtyla,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,150,0,0,0,0,0,0,1,0,1,1,147,565.0,4.0,18.0,37.0,20.0,19.0,28.0,22.0,24.0,16.0,17.0,360.0,Hombre,0.0,0.0,0.0,0.0,0.0,0.0,4.545454545454546,0.0,6.25,5.88235294117647,40.833333333333336,26.548672566371685
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114326,Centro de Salud Familiar Karol Wojtyla,Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,52,0,0,3,2,1,2,3,2,2,2,35,565.0,4.0,18.0,37.0,20.0,19.0,28.0,22.0,24.0,16.0,17.0,360.0,Hombre,0.0,0.0,8.108108108108109,10.0,5.263157894736842,7.142857142857142,13.636363636363635,8.333333333333332,12.5,11.76470588235294,9.722222222222223,9.20353982300885
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114326,Centro de Salud Familiar Karol Wojtyla,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,134,0,5,17,7,7,14,7,8,4,7,58,565.0,4.0,18.0,37.0,20.0,19.0,28.0,22.0,24.0,16.0,17.0,360.0,Hombre,0.0,27.77777777777778,45.94594594594595,35.0,36.84210526315789,50.0,31.818181818181817,33.33333333333333,25.0,41.17647058823529,16.11111111111111,23.716814159292035
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114329,Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS,Centro de Salud Familiar (CESFAM),Delegado,Colesterol elevado,34,0,0,3,2,4,5,7,6,4,3,0,466.0,86.0,20.0,22.0,24.0,26.0,24.0,23.0,25.0,23.0,20.0,173.0,Hombre,0.0,0.0,13.636363636363635,8.333333333333332,15.384615384615385,20.833333333333336,30.434782608695656,24.0,17.391304347826086,15.0,0.0,7.296137339055794
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114329,Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS,Centro de Salud Familiar (CESFAM),Delegado,Glicemia alterada,220,6,9,12,16,12,14,16,22,21,18,74,466.0,86.0,20.0,22.0,24.0,26.0,24.0,23.0,25.0,23.0,20.0,173.0,Hombre,6.976744186046512,45.0,54.54545454545454,66.66666666666666,46.15384615384615,58.333333333333336,69.56521739130434,88.0,91.30434782608695,90.0,42.77456647398844,47.21030042918455
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114329,Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS,Centro de Salud Familiar (CESFAM),Delegado,Presion arterial elevada,119,3,5,3,5,5,7,7,6,8,8,62,466.0,86.0,20.0,22.0,24.0,26.0,24.0,23.0,25.0,23.0,20.0,173.0,Hombre,3.488372093023256,25.0,13.636363636363635,20.833333333333336,19.230769230769234,29.166666666666668,30.434782608695656,24.0,34.78260869565217,40.0,35.83815028901734,25.536480686695278
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114329,Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS,Centro de Salud Familiar (CESFAM),Delegado,Tabaquismo,104,2,7,10,9,10,10,8,11,5,6,26,466.0,86.0,20.0,22.0,24.0,26.0,24.0,23.0,25.0,23.0,20.0,173.0,Hombre,2.3255813953488373,35.0,45.45454545454545,37.5,38.46153846153847,41.66666666666667,34.78260869565217,44.0,21.73913043478261,30.0,15.028901734104046,22.317596566523605
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114332,Centro de Salud Familiar Laurita Vicuña,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,74,0,0,0,1,0,0,0,0,1,1,71,887.0,3.0,35.0,36.0,37.0,33.0,24.0,35.0,16.0,27.0,20.0,621.0,Hombre,0.0,0.0,0.0,2.7027027027027026,0.0,0.0,0.0,0.0,3.7037037037037033,5.0,11.43317230273752,8.342728297632469
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114332,Centro de Salud Familiar Laurita Vicuña,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,189,0,0,0,1,0,0,0,0,0,0,188,887.0,3.0,35.0,36.0,37.0,33.0,24.0,35.0,16.0,27.0,20.0,621.0,Hombre,0.0,0.0,0.0,2.7027027027027026,0.0,0.0,0.0,0.0,0.0,0.0,30.273752012882447,21.307779030439683
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114332,Centro de Salud Familiar Laurita Vicuña,Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,103,0,2,4,8,3,2,4,3,3,1,73,887.0,3.0,35.0,36.0,37.0,33.0,24.0,35.0,16.0,27.0,20.0,621.0,Hombre,0.0,5.714285714285714,11.11111111111111,21.62162162162162,9.090909090909092,8.333333333333332,11.428571428571429,18.75,11.11111111111111,5.0,11.755233494363928,11.61217587373168
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13201,Puente Alto,114332,Centro de Salud Familiar Laurita Vicuña,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,161,1,12,11,6,11,9,15,8,7,5,76,887.0,3.0,35.0,36.0,37.0,33.0,24.0,35.0,16.0,27.0,20.0,621.0,Hombre,33.33333333333333,34.285714285714285,30.555555555555557,16.216216216216218,33.33333333333333,37.5,42.857142857142854,50.0,25.925925925925924,25.0,12.238325281803544,18.1510710259301
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114310,Centro de Salud Familiar Dr. José Manuel Balmaceda,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,32,0,0,3,4,2,6,5,5,3,4,0,614.0,0.0,32.0,31.0,39.0,32.0,26.0,28.0,22.0,23.0,15.0,366.0,Hombre,,0.0,9.67741935483871,10.256410256410255,6.25,23.076923076923077,17.857142857142858,22.727272727272727,13.043478260869565,26.666666666666668,0.0,5.211726384364821
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114310,Centro de Salud Familiar Dr. José Manuel Balmaceda,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,151,0,11,9,21,18,13,17,17,14,19,12,614.0,0.0,32.0,31.0,39.0,32.0,26.0,28.0,22.0,23.0,15.0,366.0,Hombre,,34.375,29.03225806451613,53.84615384615385,56.25,50.0,60.71428571428571,77.27272727272727,60.86956521739131,126.66666666666666,3.278688524590164,24.592833876221498
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114310,Centro de Salud Familiar Dr. José Manuel Balmaceda,Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,140,0,2,5,4,2,2,5,3,5,1,111,614.0,0.0,32.0,31.0,39.0,32.0,26.0,28.0,22.0,23.0,15.0,366.0,Hombre,,6.25,16.129032258064516,10.256410256410255,6.25,7.6923076923076925,17.857142857142858,13.636363636363635,21.73913043478261,6.666666666666667,30.327868852459016,22.80130293159609
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114310,Centro de Salud Familiar Dr. José Manuel Balmaceda,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,152,0,12,10,16,18,13,9,8,8,7,51,614.0,0.0,32.0,31.0,39.0,32.0,26.0,28.0,22.0,23.0,15.0,366.0,Hombre,,37.5,32.25806451612903,41.02564102564102,56.25,50.0,32.142857142857146,36.36363636363637,34.78260869565217,46.666666666666664,13.934426229508196,24.7557003257329
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114333,Centro de Salud Rural El Principal,Consultorio General Rural (CGR),Municipal,Colesterol elevado,33,0,2,1,6,3,8,2,5,2,4,0,508.0,0.0,32.0,40.0,35.0,27.0,37.0,28.0,32.0,24.0,22.0,231.0,Hombre,,6.25,2.5,17.142857142857142,11.11111111111111,21.62162162162162,7.142857142857142,15.625,8.333333333333332,18.181818181818183,0.0,6.496062992125983
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114333,Centro de Salud Rural El Principal,Consultorio General Rural (CGR),Municipal,Glicemia alterada,96,0,8,13,8,9,9,15,13,7,10,4,508.0,0.0,32.0,40.0,35.0,27.0,37.0,28.0,32.0,24.0,22.0,231.0,Hombre,,25.0,32.5,22.857142857142858,33.33333333333333,24.324324324324326,53.57142857142857,40.625,29.166666666666668,45.45454545454545,1.7316017316017316,18.89763779527559
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114333,Centro de Salud Rural El Principal,Consultorio General Rural (CGR),Municipal,Presion arterial elevada,152,0,4,4,10,8,6,12,10,10,8,80,508.0,0.0,32.0,40.0,35.0,27.0,37.0,28.0,32.0,24.0,22.0,231.0,Hombre,,12.5,10.0,28.57142857142857,29.629629629629626,16.216216216216218,42.857142857142854,31.25,41.66666666666667,36.36363636363637,34.63203463203463,29.92125984251969
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114333,Centro de Salud Rural El Principal,Consultorio General Rural (CGR),Municipal,Tabaquismo,154,0,14,17,16,14,20,12,13,6,11,31,508.0,0.0,32.0,40.0,35.0,27.0,37.0,28.0,32.0,24.0,22.0,231.0,Hombre,,43.75,42.5,45.714285714285715,51.85185185185185,54.054054054054056,42.857142857142854,40.625,25.0,50.0,13.41991341991342,30.314960629921263
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114401,Posta de Salud Rural Puntilla,Posta de Salud Rural (PSR),Municipal,Colesterol elevado,2,0,0,1,0,0,0,0,1,0,0,0,122.0,2.0,8.0,6.0,8.0,11.0,5.0,4.0,3.0,4.0,3.0,68.0,Hombre,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,1.639344262295082
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114401,Posta de Salud Rural Puntilla,Posta de Salud Rural (PSR),Municipal,Glicemia alterada,41,2,6,4,3,8,5,4,3,3,3,0,122.0,2.0,8.0,6.0,8.0,11.0,5.0,4.0,3.0,4.0,3.0,68.0,Hombre,100.0,75.0,66.66666666666666,37.5,72.72727272727273,100.0,100.0,100.0,75.0,100.0,0.0,33.60655737704918
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114401,Posta de Salud Rural Puntilla,Posta de Salud Rural (PSR),Municipal,Presion arterial elevada,17,0,1,0,1,1,2,0,1,0,2,9,122.0,2.0,8.0,6.0,8.0,11.0,5.0,4.0,3.0,4.0,3.0,68.0,Hombre,0.0,12.5,0.0,12.5,9.090909090909092,40.0,0.0,33.33333333333333,0.0,66.66666666666666,13.23529411764706,13.934426229508196
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114401,Posta de Salud Rural Puntilla,Posta de Salud Rural (PSR),Municipal,Tabaquismo,22,1,2,1,2,2,4,3,1,2,1,3,122.0,2.0,8.0,6.0,8.0,11.0,5.0,4.0,3.0,4.0,3.0,68.0,Hombre,50.0,25.0,16.666666666666664,25.0,18.181818181818183,80.0,75.0,33.33333333333333,50.0,33.33333333333333,4.411764705882353,18.0327868852459
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114403,Posta de Salud Rural Santa Rita,Posta de Salud Rural (PSR),Municipal,Colesterol elevado,0,0,0,0,0,0,0,0,0,0,0,0,32.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,24.0,Hombre,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114403,Posta de Salud Rural Santa Rita,Posta de Salud Rural (PSR),Municipal,Glicemia alterada,2,0,0,0,1,0,0,0,0,0,0,1,32.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,24.0,Hombre,0.0,,0.0,100.0,0.0,0.0,,,0.0,,4.166666666666666,6.25
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114403,Posta de Salud Rural Santa Rita,Posta de Salud Rural (PSR),Municipal,Presion arterial elevada,6,0,0,0,0,0,0,0,0,0,0,6,32.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,24.0,Hombre,0.0,,0.0,0.0,0.0,0.0,,,0.0,,25.0,18.75
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114403,Posta de Salud Rural Santa Rita,Posta de Salud Rural (PSR),Municipal,Tabaquismo,2,0,0,0,0,0,0,0,0,0,0,2,32.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,24.0,Hombre,0.0,,0.0,0.0,0.0,0.0,,,0.0,,8.333333333333332,6.25
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114406,Posta de Salud Rural San Vicente,Posta de Salud Rural (PSR),Municipal,Colesterol elevado,2,0,0,0,1,0,0,0,1,0,0,0,47.0,0.0,2.0,4.0,5.0,1.0,2.0,0.0,1.0,2.0,2.0,28.0,Hombre,,0.0,0.0,20.0,0.0,0.0,,100.0,0.0,0.0,0.0,4.25531914893617
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114406,Posta de Salud Rural San Vicente,Posta de Salud Rural (PSR),Municipal,Glicemia alterada,11,0,0,3,1,0,1,0,2,2,2,0,47.0,0.0,2.0,4.0,5.0,1.0,2.0,0.0,1.0,2.0,2.0,28.0,Hombre,,0.0,75.0,20.0,0.0,50.0,,200.0,100.0,100.0,0.0,23.404255319148938
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114406,Posta de Salud Rural San Vicente,Posta de Salud Rural (PSR),Municipal,Presion arterial elevada,10,0,0,1,0,0,1,0,1,2,0,5,47.0,0.0,2.0,4.0,5.0,1.0,2.0,0.0,1.0,2.0,2.0,28.0,Hombre,,0.0,25.0,0.0,0.0,50.0,,100.0,100.0,0.0,17.857142857142858,21.27659574468085
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13202,Pirque,114406,Posta de Salud Rural San Vicente,Posta de Salud Rural (PSR),Municipal,Tabaquismo,3,0,0,1,0,0,1,0,0,0,0,1,47.0,0.0,2.0,4.0,5.0,1.0,2.0,0.0,1.0,2.0,2.0,28.0,Hombre,,0.0,25.0,0.0,0.0,50.0,,0.0,0.0,0.0,3.571428571428571,6.382978723404255
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,114407,Posta de Salud Rural Las Vertientes,Posta de Salud Rural (PSR),Municipal,Colesterol elevado,4,0,0,1,0,0,0,1,0,0,0,2,74.0,1.0,4.0,6.0,7.0,5.0,4.0,1.0,4.0,3.0,2.0,37.0,Hombre,0.0,0.0,16.666666666666664,0.0,0.0,0.0,100.0,0.0,0.0,0.0,5.405405405405405,5.405405405405405
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,114407,Posta de Salud Rural Las Vertientes,Posta de Salud Rural (PSR),Municipal,Glicemia alterada,9,0,0,0,0,0,1,1,0,0,0,7,74.0,1.0,4.0,6.0,7.0,5.0,4.0,1.0,4.0,3.0,2.0,37.0,Hombre,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,0.0,18.91891891891892,12.162162162162163
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,114407,Posta de Salud Rural Las Vertientes,Posta de Salud Rural (PSR),Municipal,Presion arterial elevada,7,0,0,0,0,0,0,0,0,0,0,7,74.0,1.0,4.0,6.0,7.0,5.0,4.0,1.0,4.0,3.0,2.0,37.0,Hombre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.91891891891892,9.45945945945946
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,114407,Posta de Salud Rural Las Vertientes,Posta de Salud Rural (PSR),Municipal,Tabaquismo,12,0,3,1,0,0,2,0,0,0,0,6,74.0,1.0,4.0,6.0,7.0,5.0,4.0,1.0,4.0,3.0,2.0,37.0,Hombre,0.0,75.0,16.666666666666664,0.0,0.0,50.0,0.0,0.0,0.0,0.0,16.216216216216218,16.216216216216218
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,114408,Posta de Salud Rural El Volcán,Posta de Salud Rural (PSR),Municipal,Tabaquismo,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hombre,,,,,,,,,,,,
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,114410,Posta de Salud Rural San Gabriel,Posta de Salud Rural (PSR),Municipal,Colesterol elevado,3,0,0,0,1,0,0,0,1,0,0,1,21.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,Hombre,,0.0,0.0,33.33333333333333,,0.0,,100.0,,,7.142857142857142,14.285714285714285
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,114410,Posta de Salud Rural San Gabriel,Posta de Salud Rural (PSR),Municipal,Glicemia alterada,1,0,0,0,0,0,0,0,0,0,0,1,21.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,Hombre,,0.0,0.0,0.0,,0.0,,0.0,,,7.142857142857142,4.761904761904762
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,114410,Posta de Salud Rural San Gabriel,Posta de Salud Rural (PSR),Municipal,Presion arterial elevada,3,0,0,0,0,0,0,0,0,0,0,3,21.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,Hombre,,0.0,0.0,0.0,,0.0,,0.0,,,21.428571428571427,14.285714285714285
2024,establecimiento,14,Servicio de Salud Metropolitano Sur Oriente,13203,San José de Maipo,114410,Posta de Salud Rural San Gabriel,Posta de Salud Rural (PSR),Municipal,Tabaquismo,8,0,0,1,1,0,1,0,0,0,0,5,21.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,Hombre,,0.0,100.0,33.33333333333333,,100.0,,0.0,,,35.714285714285715,38.095238095238095
2025,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109302,Centro de Salud Familiar Lucas Sierra,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,71,0,0,2,3,3,5,2,9,11,17,19,2444.0,1.0,122.0,107.0,124.0,135.0,162.0,152.0,186.0,185.0,287.0,983.0,Hombre,0.0,0.0,1.8691588785046727,2.4193548387096775,2.2222222222222223,3.0864197530864197,1.3157894736842104,4.838709677419355,5.9459459459459465,5.923344947735192,1.9328585961342828,2.905073649754501
2025,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109302,Centro de Salud Familiar Lucas Sierra,Centro de Salud Familiar (CESFAM),Municipal,Glicemia alterada,230,0,1,0,2,5,4,19,17,23,48,111,2444.0,1.0,122.0,107.0,124.0,135.0,162.0,152.0,186.0,185.0,287.0,983.0,Hombre,0.0,0.819672131147541,0.0,1.6129032258064515,3.7037037037037033,2.4691358024691357,12.5,9.13978494623656,12.432432432432433,16.72473867595819,11.291963377416073,9.410801963993453
2025,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109302,Centro de Salud Familiar Lucas Sierra,Centro de Salud Familiar (CESFAM),Municipal,Presion arterial elevada,687,1,6,10,17,23,35,46,48,59,95,347,2444.0,1.0,122.0,107.0,124.0,135.0,162.0,152.0,186.0,185.0,287.0,983.0,Hombre,100.0,4.918032786885246,9.345794392523365,13.709677419354838,17.037037037037038,21.604938271604937,30.263157894736842,25.806451612903224,31.891891891891895,33.10104529616725,35.3001017293998,28.109656301145662
2025,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109302,Centro de Salud Familiar Lucas Sierra,Centro de Salud Familiar (CESFAM),Municipal,Tabaquismo,510,0,30,25,27,35,33,34,51,55,78,142,2444.0,1.0,122.0,107.0,124.0,135.0,162.0,152.0,186.0,185.0,287.0,983.0,Hombre,0.0,24.59016393442623,23.364485981308412,21.774193548387096,25.925925925925924,20.37037037037037,22.36842105263158,27.419354838709676,29.72972972972973,27.177700348432055,14.445574771108852,20.867430441898527
2025,establecimiento,9,Servicio de Salud Metropolitano Norte,13104,Conchalí,109308,Centro de Salud Familiar Alberto Bachelet Martínez,Centro de Salud Familiar (CESFAM),Municipal,Colesterol elevado,308,0,15,21,25,30,47,40,40,24,49,17,2416.0,2.0,148.0,139.0,147.0,174.0,155.0,144.0,166.0,216.0,299.0,826.0,Hombre,0.0,10.135135135135135,15.107913669064748,17.006802721088434,17.24137931034483,30.32258064516129,27.77777777777778,24.096385542168676,11.11111111111111,16.387959866220736,2.0581113801452786,12.748344370860929
