Ano,nivel_geografico,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,categoria_estado_nutricional,15_24,25_34,35_44,45_54,55_64,65_mas,total_15_mas,15_24_numerador,25_34_numerador,35_44_numerador,45_54_numerador,55_64_numerador,65_mas_numerador,total_15_mas_numerador,15_24_distribucion_pct,25_34_distribucion_pct,35_44_distribucion_pct,45_54_distribucion_pct,55_64_distribucion_pct,65_mas_distribucion_pct,total_15_mas_distribucion_pct
2023,comuna,9,Servicio de Salud Metropolitano Norte,13108,Independencia,Obesidad,83,337,410,314,137,686,1971,292,946,976,755,482,3696,7154,28.424657534246577,35.62367864693446,42.00819672131148,41.58940397350994,28.42323651452282,18.560606060606062,27.55102040816326
2023,comuna,9,Servicio de Salud Metropolitano Norte,13108,Independencia,Sobrepeso,99,336,371,297,213,913,2227,292,946,976,755,482,3696,7154,33.9041095890411,35.517970401691336,38.01229508196721,39.33774834437086,44.190871369294605,24.702380952380953,31.1294380766005
2023,comuna,9,Servicio de Salud Metropolitano Norte,13125,Quilicura,Bajo peso,37,33,18,15,14,498,615,1577,3311,2783,2250,1542,5975,17438,2.346227013316424,0.9966777408637874,0.6467840459935321,0.6666666666666667,0.9079118028534372,8.334728033472803,3.526780594104829
2023,comuna,9,Servicio de Salud Metropolitano Norte,13125,Quilicura,Normal,545,783,510,398,340,2183,4759,1577,3311,2783,2250,1542,5975,17438,34.559289790741914,23.648444578677136,18.325547969816743,17.68888888888889,22.04928664072633,36.53556485355649,27.29097373552013
2023,comuna,9,Servicio de Salud Metropolitano Norte,13125,Quilicura,Obesidad,517,1359,1249,920,562,1507,6114,1577,3311,2783,2250,1542,5975,17438,32.78376664552949,41.04500151011779,44.8796263025512,40.88888888888889,36.4461738002594,25.22175732217573,35.06136024773483
2023,comuna,9,Servicio de Salud Metropolitano Norte,13125,Quilicura,Sobrepeso,478,1136,1006,917,626,1787,5950,1577,3311,2783,2250,1542,5975,17438,30.310716550412174,34.30987617034128,36.14804168163852,40.75555555555555,40.59662775616083,29.90794979079498,34.120885422640214
2023,comuna,9,Servicio de Salud Metropolitano Norte,13127,Recoleta,Bajo peso,54,43,42,24,52,784,999,1144,2434,2207,1802,1303,8546,17436,4.72027972027972,1.7666392769104355,1.9030357951971,1.3318534961154271,3.9907904834996164,9.17388251813714,5.729525120440468
2023,comuna,9,Servicio de Salud Metropolitano Norte,13127,Recoleta,Normal,425,715,522,390,351,3410,5813,1144,2434,2207,1802,1303,8546,17436,37.15034965034965,29.375513557929334,23.652016311735387,21.642619311875695,26.93783576362241,39.90170840159139,33.33906859371415
2023,comuna,9,Servicio de Salud Metropolitano Norte,13127,Recoleta,Obesidad,338,931,948,685,418,1985,5305,1144,2434,2207,1802,1303,8546,17436,29.545454545454547,38.249794576828265,42.95423652016312,38.01331853496116,32.079815809669995,23.2272408144161,30.42555632025694
2023,comuna,9,Servicio de Salud Metropolitano Norte,13127,Recoleta,Sobrepeso,327,745,695,703,482,2367,5319,1144,2434,2207,1802,1303,8546,17436,28.583916083916083,30.60805258833196,31.490711372904396,39.01220865704772,36.99155794320798,27.69716826585537,30.50584996558844
2023,comuna,9,Servicio de Salud Metropolitano Norte,13301,Colina,Bajo peso,53,39,27,24,16,485,644,1543,3376,3127,2364,1260,4355,16025,3.434867141931303,1.15521327014218,0.8634473936680525,1.015228426395939,1.2698412698412698,11.136624569460391,4.018720748829954
2023,comuna,9,Servicio de Salud Metropolitano Norte,13301,Colina,Normal,491,761,514,385,239,1490,3880,1543,3376,3127,2364,1260,4355,16025,31.821127673363574,22.541469194312796,16.437480012791813,16.285956006768192,18.96825396825397,34.21354764638347,24.21216848673947
2023,comuna,9,Servicio de Salud Metropolitano Norte,13301,Colina,Obesidad,517,1369,1421,1012,495,1095,5909,1543,3376,3127,2364,1260,4355,16025,33.506156837329875,40.550947867298575,45.44291653341862,42.8087986463621,39.285714285714285,25.143513203214695,36.87363494539782
2023,comuna,9,Servicio de Salud Metropolitano Norte,13301,Colina,Sobrepeso,482,1207,1165,943,510,1285,5592,1543,3376,3127,2364,1260,4355,16025,31.23784834737524,35.752369668246445,37.25615606012152,39.89001692047378,40.476190476190474,29.506314580941446,34.89547581903276
2023,comuna,9,Servicio de Salud Metropolitano Norte,13302,Lampa,Bajo peso,30,25,18,13,6,259,351,1019,2232,1739,1088,607,2714,9399,2.9440628066732093,1.1200716845878136,1.0350776308223115,1.1948529411764706,0.9884678747940692,9.543109801031688,3.7344398340248963
2023,comuna,9,Servicio de Salud Metropolitano Norte,13302,Lampa,Normal,323,524,322,184,130,994,2477,1019,2232,1739,1088,607,2714,9399,31.69774288518155,23.476702508960575,18.516388729154688,16.911764705882355,21.4168039538715,36.62490788504053,26.35386743270561
2023,comuna,9,Servicio de Salud Metropolitano Norte,13302,Lampa,Obesidad,376,912,791,476,209,728,3492,1019,2232,1739,1088,607,2714,9399,36.898920510304215,40.86021505376344,45.48591144335825,43.75,34.43163097199341,26.823876197494474,37.152888605170766
2023,comuna,9,Servicio de Salud Metropolitano Norte,13302,Lampa,Sobrepeso,290,771,608,415,262,733,3079,1019,2232,1739,1088,607,2714,9399,28.45927379784102,34.543010752688176,34.96262219666475,38.143382352941174,43.163097199341024,27.00810611643331,32.75880412809873
