Ano,nivel_geografico,IdServicio_master,servicio_salud_master,IdComuna_master,comuna_master,profesional,total_ambos_sexos,proporcion_profesional_pct
2023,comuna,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,Nutricionista,118,0.8124483613329662
2023,comuna,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,Otro profesional capacitado en EMP y EMPAM,90,0.6196640044064996
2023,comuna,13,Servicio de Salud Metropolitano Sur,13129,San Joaquín,Tecnico en enfermeria,4426,30.473698705590746
2023,comuna,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,Enfermera/o,6404,41.79065518141478
2023,comuna,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,Matrona/on,509,3.321587052988776
2023,comuna,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,Medico/a,3,0.01957713390759593
2023,comuna,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,Nutricionista,1896,12.372748629600625
2023,comuna,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,Otro profesional capacitado en EMP y EMPAM,1439,9.390498564343513
2023,comuna,13,Servicio de Salud Metropolitano Sur,13130,San Miguel,Tecnico en enfermeria,5073,33.10493343774471
2023,comuna,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Enfermera/o,9687,31.170962448112753
2023,comuna,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Matrona/on,435,1.3997490105222512
2023,comuna,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Medico/a,271,0.8720275444862761
2023,comuna,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Nutricionista,390,1.2549473887440872
2023,comuna,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Otro profesional capacitado en EMP y EMPAM,884,2.844547414486598
2023,comuna,13,Servicio de Salud Metropolitano Sur,13401,San Bernardo,Tecnico en enfermeria,19410,62.457766193648034
2023,comuna,13,Servicio de Salud Metropolitano Sur,13402,Buin,Enfermera/o,2907,21.550893320483357
2023,comuna,13,Servicio de Salud Metropolitano Sur,13402,Buin,Matrona/on,612,4.537030172733338
2023,comuna,13,Servicio de Salud Metropolitano Sur,13402,Buin,Medico/a,101,0.748758247460894
