Ano,IdRegion,IdServicio,IdComuna,IdEstablecimiento,codigo_madre_master,IdServicio_master,servicio_salud_master,dependencia_master,IdComuna_master,comuna_master,tipo_establecimiento_master,establecimiento_master,nivel_atencion_master,estado_funcionamiento_master,es_aps,sin_match_master,total_15_mas,total_hombres,total_mujeres,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_mas,15_19_hombres,20_24_hombres,25_29_hombres,30_34_hombres,35_39_hombres,40_44_hombres,45_49_hombres,50_54_hombres,55_59_hombres,60_64_hombres,20_64_hombres,65_mas_hombres,15_19_mujeres,20_24_mujeres,25_29_mujeres,30_34_mujeres,35_39_mujeres,40_44_mujeres,45_49_mujeres,50_54_mujeres,55_59_mujeres,60_64_mujeres,20_64_mujeres,65_mas_mujeres,pueblos_originarios,migrantes
2023,13,10,13126,110325,,10,Servicio de Salud Metropolitano Occidente,Municipal,13126,Quinta Normal,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Garín,Primario,Vigente en Operación Habitual,True,False,3760,1411,2349,149,321,286,202,142,121,112,121,101,70,2135,48,101,113,69,57,42,41,49,35,27,534,829,101,220,173,133,85,79,71,72,66,43,942,1306,0.0,0.0
2023,13,10,13126,110720,110320,10,Servicio de Salud Metropolitano Occidente,Municipal,13126,Quinta Normal,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Catamarca,Primario,Vigente en Operación Habitual,True,False,834,207,627,0,67,65,64,54,26,27,14,21,14,482,0,7,3,6,7,2,4,4,3,6,42,165,0,60,62,58,47,24,23,10,18,8,310,317,0.0,0.0
2023,13,10,13126,110725,110325,10,Servicio de Salud Metropolitano Occidente,Municipal,13126,Quinta Normal,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Antumalal,Primario,Vigente en Operación Habitual,True,False,585,211,374,16,42,45,24,33,18,24,18,15,9,341,7,5,17,8,7,6,10,8,7,4,72,132,9,37,28,16,26,12,14,10,8,5,156,209,0.0,0.0
2023,13,10,13126,200342,110325,10,Servicio de Salud Metropolitano Occidente,Municipal,13126,Quinta Normal,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Plaza México,Primario,Vigente en Operación Habitual,True,False,519,206,313,21,110,64,42,20,25,13,12,11,14,187,5,46,30,23,7,8,3,5,3,6,131,70,16,64,34,19,13,17,10,7,8,8,180,117,0.0,0.0
2023,13,10,13128,110360,,10,Servicio de Salud Metropolitano Occidente,Municipal,13128,Renca,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Renca,Primario,Vigente en Operación Habitual,True,False,7435,2110,5325,133,550,623,581,512,414,373,373,319,331,3226,37,107,109,110,97,96,96,110,72,108,905,1168,96,443,514,471,415,318,277,263,247,223,3171,2058,0.0,0.0
2023,13,10,13128,110361,,10,Servicio de Salud Metropolitano Occidente,Municipal,13128,Renca,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Bicentenario,Primario,Vigente en Operación Habitual,True,False,2808,892,1916,184,194,266,267,229,222,172,171,156,114,833,61,52,75,85,65,72,48,51,51,50,549,282,123,142,191,182,164,150,124,120,105,64,1242,551,0.0,0.0
2023,13,10,13128,110362,,10,Servicio de Salud Metropolitano Occidente,Municipal,13128,Renca,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Hernán Urzúa Merino,Primario,Vigente en Operación Habitual,True,False,4000,1313,2687,180,273,271,321,288,277,250,200,147,144,1649,63,60,74,88,88,90,77,77,49,43,646,604,117,213,197,233,200,187,173,123,98,101,1525,1045,0.0,0.0
2023,13,10,13128,110364,,10,Servicio de Salud Metropolitano Occidente,Municipal,13128,Renca,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Huamachuco,Primario,Vigente en Operación Habitual,True,False,2551,828,1723,73,223,219,234,206,193,161,200,133,94,815,20,56,52,68,74,73,42,65,46,39,515,293,53,167,167,166,132,120,119,135,87,55,1148,522,0.0,0.0
2023,13,10,13501,110378,,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Edelberto Elgueta,Primario,Vigente en Operación Habitual,True,False,3878,1266,2612,1,352,441,448,394,324,232,189,145,91,1261,1,99,136,137,121,87,64,63,54,33,794,471,0,253,305,311,273,237,168,126,91,58,1822,790,0.0,0.0
2023,13,10,13501,110379,,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Francisco Boris Soler,Primario,Vigente en Operación Habitual,True,False,2738,1018,1720,0,157,162,230,171,140,134,106,66,64,1508,0,76,47,66,55,44,44,38,17,21,408,610,0,81,115,164,116,96,90,68,49,43,822,898,0.0,0.0
2023,13,10,13501,110380,,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Manuel,Primario,Vigente en Operación Habitual,True,False,887,349,538,0,62,81,74,73,82,51,36,48,32,348,0,22,26,23,29,29,19,16,16,14,194,155,0,40,55,51,44,53,32,20,32,18,345,193,0.0,0.0
2023,13,10,13501,110381,,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Alfarera Rosa Reyes Vilches,Primario,Vigente en Operación Habitual,True,False,720,221,499,8,69,67,82,59,49,32,46,23,23,262,4,12,10,14,13,16,13,10,9,8,105,112,4,57,57,68,46,33,19,36,14,15,345,150,0.0,0.0
2023,13,10,13501,110440,,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Posta de Salud Rural (PSR),Posta de Salud Rural Bollenar,Primario,Vigente en Operación Habitual,True,False,457,128,329,4,42,41,36,22,27,19,14,20,11,221,1,6,7,6,2,1,4,1,5,7,39,88,3,36,34,30,20,26,15,13,15,4,193,133,0.0,0.0
2023,13,10,13501,110445,,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Posta de Salud Rural (PSR),Posta de Salud Rural Pahuilmo,Primario,Vigente en Operación Habitual,True,False,581,292,289,1,64,63,69,49,40,36,26,19,24,190,1,43,34,36,26,20,22,13,9,7,210,81,0,21,29,33,23,20,14,13,10,17,180,109,0.0,0.0
2023,13,10,13501,110455,,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Posta de Salud Rural (PSR),Posta de Salud Rural Pabellón,Primario,Vigente en Operación Habitual,True,False,290,79,211,0,15,19,30,13,11,15,7,6,4,170,0,0,0,0,1,0,2,1,0,3,7,72,0,15,19,30,12,11,13,6,6,1,113,98,0.0,0.0
2023,13,10,13501,110778,110378,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Padre Demetrio Bravo,Primario,Vigente en Operación Habitual,True,False,369,119,250,10,20,31,46,27,25,27,16,10,7,150,3,9,11,10,5,3,12,8,2,3,63,53,7,11,20,36,22,22,15,8,8,4,146,97,0.0,0.0
2023,13,10,13501,110781,200965,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Primario,Vigente en Operación Habitual,True,False,150,62,88,0,16,14,10,11,19,2,8,9,4,57,0,5,6,5,2,11,0,2,5,2,38,24,0,11,8,5,9,8,2,6,4,2,55,33,0.0,0.0
2023,13,10,13501,110783,110380,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Codigua,Primario,Vigente en Operación Habitual,True,False,193,72,121,8,25,29,23,19,20,11,15,6,3,34,4,11,10,10,5,5,3,5,2,1,52,16,4,14,19,13,14,15,8,10,4,2,99,18,0.0,0.0
2023,13,10,13501,200965,,10,Servicio de Salud Metropolitano Occidente,Municipal,13501,Melipilla,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Florencia,Primario,Vigente en Operación Habitual,True,False,885,217,668,17,82,80,129,101,89,60,68,44,27,188,2,20,19,23,23,21,13,17,8,10,154,61,15,62,61,106,78,68,47,51,36,17,526,127,0.0,0.0
2023,13,10,13502,110393,,10,Servicio de Salud Metropolitano Occidente,Municipal,13502,Alhué,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Villa Alhué,Primario,Vigente en Operación Habitual,True,False,718,295,423,9,31,54,61,46,45,27,30,23,15,377,3,10,20,22,20,19,8,14,9,6,128,164,6,21,34,39,26,26,19,16,14,9,204,213,0.0,0.0
2023,13,10,13502,110503,110393,10,Servicio de Salud Metropolitano Occidente,Municipal,13502,Alhué,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Hacienda Alhué,Primario,Vigente en Operación Habitual,True,False,337,153,184,0,38,48,53,27,15,9,9,7,5,126,0,14,20,24,13,4,4,5,7,4,95,58,0,24,28,29,14,11,5,4,0,1,116,68,0.0,0.0
2023,13,10,13502,110505,,10,Servicio de Salud Metropolitano Occidente,Municipal,13502,Alhué,Posta de Salud Rural (PSR),Posta de Salud Rural Pichi,Primario,Vigente en Operación Habitual,True,False,73,32,41,0,3,9,6,6,4,6,3,3,0,33,0,1,4,1,2,3,4,2,0,0,17,15,0,2,5,5,4,1,2,1,3,0,23,18,0.0,0.0
2023,13,10,13502,110510,,10,Servicio de Salud Metropolitano Occidente,Municipal,13502,Alhué,Posta de Salud Rural (PSR),Posta de Salud Rural El Asiento,Primario,Vigente en Operación Habitual,True,False,143,67,76,2,12,23,20,15,19,13,8,6,0,25,0,4,7,12,5,11,9,4,3,0,55,12,2,8,16,8,10,8,4,4,3,0,61,13,0.0,0.0
2023,13,10,13503,110160,,10,Servicio de Salud Metropolitano Occidente,Servicio de Salud,13503,Curacaví,Hospital,Hospital de Curacaví,,Vigente en Operación Habitual,False,False,1349,459,890,4,62,92,88,101,81,67,43,46,58,707,1,19,21,19,34,21,26,12,14,30,196,262,3,43,71,69,67,60,41,31,32,28,442,445,0.0,0.0
2023,13,10,13503,110477,110160,10,Servicio de Salud Metropolitano Occidente,Servicio de Salud,13503,Curacaví,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar María Salas,Primario,Vigente en Operación Habitual,True,False,645,201,444,3,25,32,41,47,34,34,31,34,23,341,0,8,2,10,7,6,6,7,15,6,67,134,3,17,30,31,40,28,28,24,19,17,234,207,0.0,0.0
2023,13,10,13503,110760,110160,10,Servicio de Salud Metropolitano Occidente,Servicio de Salud,13503,Curacaví,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Valmi  Aguirre,Primario,Vigente en Operación Habitual,True,False,379,120,259,2,15,12,21,18,15,8,8,6,11,263,1,5,3,8,4,2,1,1,3,3,30,89,1,10,9,13,14,13,7,7,3,8,84,174,0.0,0.0
2023,13,10,13504,110385,,10,Servicio de Salud Metropolitano Occidente,Municipal,13504,Maria Pinto,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Adriana Madrid De Costabal,Primario,Vigente en Operación Habitual,True,False,1159,452,707,4,67,87,78,71,61,58,47,40,48,598,4,20,29,28,18,23,19,19,18,21,195,253,0,47,58,50,53,38,39,28,22,27,362,345,0.0,0.0
2023,13,10,13504,110465,,10,Servicio de Salud Metropolitano Occidente,Municipal,13504,Maria Pinto,Posta de Salud Rural (PSR),Posta de Salud Rural Santa Emilia,Primario,Vigente en Operación Habitual,True,False,353,134,219,1,24,25,22,19,20,25,14,14,13,176,0,6,5,7,5,8,6,9,6,7,59,75,1,18,20,15,14,12,19,5,8,6,117,101,0.0,0.0
2023,13,10,13504,110470,,10,Servicio de Salud Metropolitano Occidente,Municipal,13504,Maria Pinto,Posta de Salud Rural (PSR),Posta de Salud Rural Las Mercedes ( María Pinto ),Primario,Vigente en Operación Habitual,True,False,189,78,111,4,9,12,6,13,6,9,7,9,4,110,1,3,3,3,5,2,3,2,4,0,25,52,3,6,9,3,8,4,6,5,5,4,50,58,0.0,0.0
2023,13,10,13504,110475,,10,Servicio de Salud Metropolitano Occidente,Municipal,13504,Maria Pinto,Posta de Salud Rural (PSR),Posta de Salud Rural Chorombo,Primario,Vigente en Operación Habitual,True,False,369,153,216,8,22,13,15,27,23,18,18,15,20,190,4,7,6,4,11,11,8,8,6,9,70,79,4,15,7,11,16,12,10,10,9,11,101,111,0.0,0.0
2023,13,10,13505,110387,,10,Servicio de Salud Metropolitano Occidente,Municipal,13505,San Pedro,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Pedro,Primario,Vigente en Operación Habitual,True,False,801,489,312,5,53,60,84,94,84,63,65,43,39,211,2,28,39,56,62,53,46,47,34,29,394,93,3,25,21,28,32,31,17,18,9,10,191,118,0.0,0.0
2023,13,10,13505,110485,,10,Servicio de Salud Metropolitano Occidente,Municipal,13505,San Pedro,Posta de Salud Rural (PSR),Posta de Salud Rural Loica,Primario,Cerrado,True,False,112,53,59,1,2,5,3,6,4,1,4,4,3,79,1,1,2,2,3,0,0,1,2,1,12,40,0,1,3,1,3,4,1,3,2,2,20,39,0.0,0.0
2023,13,10,13505,110490,,10,Servicio de Salud Metropolitano Occidente,Municipal,13505,San Pedro,Posta de Salud Rural (PSR),Posta de Salud Rural La Manga,Primario,Vigente en Operación Habitual,True,False,30,14,16,0,0,0,1,2,2,1,1,1,0,22,0,0,0,0,2,2,1,0,1,0,6,8,0,0,0,1,0,0,0,1,0,0,2,14,0.0,0.0
2023,13,10,13505,110492,,10,Servicio de Salud Metropolitano Occidente,Municipal,13505,San Pedro,Posta de Salud Rural (PSR),Posta de Salud Rural Nihue,Primario,Vigente en Operación Habitual,True,False,70,28,42,0,2,3,10,3,5,0,1,1,0,45,0,2,1,5,0,1,0,1,0,0,10,18,0,0,2,5,3,4,0,0,1,0,15,27,0.0,0.0
2023,13,10,13505,110495,,10,Servicio de Salud Metropolitano Occidente,Municipal,13505,San Pedro,Posta de Salud Rural (PSR),Posta de Salud Rural El Prado,Primario,Vigente en Operación Habitual,True,False,90,34,56,1,5,5,6,7,13,9,5,3,1,35,0,1,1,2,1,5,4,3,1,1,19,15,1,4,4,4,6,8,5,2,2,0,35,20,0.0,0.0
2023,13,10,13601,110390,,10,Servicio de Salud Metropolitano Occidente,Municipal,13601,Talagante,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Alberto Allende Jones,Primario,Vigente en Operación Habitual,True,False,5461,1802,3659,17,301,495,465,438,402,324,267,267,167,2318,7,90,148,153,135,125,91,79,82,64,967,828,10,211,347,312,303,277,233,188,185,103,2159,1490,0.0,0.0
2023,13,10,13601,110400,,10,Servicio de Salud Metropolitano Occidente,Municipal,13601,Talagante,Posta de Salud Rural (PSR),Posta de Salud Rural Aliro Cárcarmo (Lonquén),Primario,Vigente en Operación Habitual,True,False,516,190,326,6,39,44,39,38,29,34,31,24,18,214,2,8,11,15,11,8,13,12,7,12,97,91,4,31,33,24,27,21,21,19,17,6,199,123,0.0,0.0
2023,13,10,13601,200365,110390,10,Servicio de Salud Metropolitano Occidente,Municipal,13601,Talagante,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Villa Los Presidentes,Primario,Vigente en Operación Habitual,True,False,448,157,291,2,29,48,52,50,54,48,34,22,18,91,1,11,16,23,15,21,14,10,8,7,125,31,1,18,32,29,35,33,34,24,14,11,230,60,0.0,0.0
2023,13,10,13602,110370,,10,Servicio de Salud Metropolitano Occidente,Municipal,13602,El Monte,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar El Monte,Primario,Vigente en Operación Habitual,True,False,2912,1073,1839,17,221,194,275,224,196,190,168,142,118,1167,3,77,69,113,84,76,66,61,57,47,650,420,14,144,125,162,140,120,124,107,85,71,1078,747,0.0,0.0
2023,13,10,13602,200454,110370,10,Servicio de Salud Metropolitano Occidente,Municipal,13602,El Monte,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Lo Chacón,Primario,Vigente en Operación Habitual,True,False,578,179,399,5,45,56,49,49,52,36,38,24,21,203,1,11,15,8,11,11,11,18,12,5,102,76,4,34,41,41,38,41,25,20,12,16,268,127,0.0,0.0
2023,13,10,13603,110375,,10,Servicio de Salud Metropolitano Occidente,Municipal,13603,Isla de Maipo,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Isla de Maipo,Primario,Vigente en Operación Habitual,True,False,1499,536,963,3,70,81,110,98,101,76,68,70,45,777,1,23,22,37,29,39,25,32,25,13,245,290,2,47,59,73,69,62,51,36,45,32,474,487,0.0,0.0
2023,13,10,13603,110425,,10,Servicio de Salud Metropolitano Occidente,Municipal,13603,Isla de Maipo,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Islita,Primario,Vigente en Operación Habitual,True,False,960,369,591,1,77,85,70,82,84,74,65,41,33,348,0,25,38,23,18,29,34,25,14,15,221,148,1,52,47,47,64,55,40,40,27,18,390,200,0.0,0.0
2023,13,10,13603,110430,,10,Servicio de Salud Metropolitano Occidente,Municipal,13603,Isla de Maipo,Posta de Salud Rural (PSR),Posta de Salud Rural San Antonio de Naltagua,Primario,Vigente en Operación Habitual,True,False,269,88,181,0,29,16,37,22,14,12,10,14,7,108,0,5,4,5,7,6,5,3,6,3,44,44,0,24,12,32,15,8,7,7,8,4,117,64,0.0,0.0
2023,13,10,13603,110431,,10,Servicio de Salud Metropolitano Occidente,Municipal,13603,Isla de Maipo,Posta de Salud Rural (PSR),Posta de Salud Rural Gacitúa,Primario,Vigente en Operación Habitual,True,False,194,61,133,5,15,18,11,17,11,7,8,4,8,90,0,6,2,3,3,3,2,2,2,1,24,37,5,9,16,8,14,8,5,6,2,7,75,53,0.0,0.0
2023,13,10,13603,110432,,10,Servicio de Salud Metropolitano Occidente,Municipal,13603,Isla de Maipo,Posta de Salud Rural (PSR),Posta de Salud Rural Las Mercedes ( Isla de Maipo ),Primario,Vigente en Operación Habitual,True,False,151,58,93,3,2,1,9,9,7,7,2,2,2,107,1,1,0,3,2,0,0,2,0,1,9,48,2,1,1,6,7,7,7,0,2,1,32,59,0.0,0.0
2023,13,10,13603,110775,110375,10,Servicio de Salud Metropolitano Occidente,Municipal,13603,Isla de Maipo,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar La Islita,Primario,Vigente en Operación Habitual,True,False,261,89,172,0,21,24,20,23,13,9,6,13,10,122,0,5,6,2,5,3,2,1,3,6,33,56,0,16,18,18,18,10,7,5,10,4,106,66,0.0,0.0
2023,13,10,13603,200385,110375,10,Servicio de Salud Metropolitano Occidente,Municipal,13603,Isla de Maipo,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar San Vicente de Naltagua,Primario,Vigente en Operación Habitual,True,False,253,118,135,0,14,19,25,22,14,15,11,8,13,112,0,3,10,15,9,6,10,7,4,6,70,48,0,11,9,10,13,8,5,4,4,7,71,64,0.0,0.0
2023,13,10,13604,110366,,10,Servicio de Salud Metropolitano Occidente,Municipal,13604,Padre Hurtado,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Primario,Vigente en Operación Habitual,True,False,6582,2029,4553,140,482,519,565,498,442,374,327,296,180,2759,50,146,115,131,121,98,96,100,91,63,961,1018,90,336,404,434,377,344,278,227,205,117,2722,1741,0.0,0.0
2023,13,10,13605,110140,,10,Servicio de Salud Metropolitano Occidente,Servicio de Salud,13605,Peñaflor,Hospital,Hospital de Peñaflor,Terciario,Vigente en Operación Habitual,False,False,129,14,115,1,19,37,27,16,9,9,3,6,2,0,0,2,3,1,3,1,1,1,1,1,14,0,1,17,34,26,13,8,8,2,5,1,114,0,0.0,0.0
2023,13,10,13605,110308,,10,Servicio de Salud Metropolitano Occidente,Municipal,13605,Peñaflor,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Peñaflor,Primario,Vigente en Operación Habitual,True,False,4846,1698,3148,3,235,331,339,341,311,294,266,247,192,2287,2,71,127,132,115,102,99,74,84,61,865,831,1,164,204,207,226,209,195,192,163,131,1691,1456,0.0,0.0
2023,13,10,13605,110369,,10,Servicio de Salud Metropolitano Occidente,Municipal,13605,Peñaflor,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Fernando Monckeberg,Primario,Vigente en Operación Habitual,True,False,4596,1520,3076,48,347,345,421,335,315,328,266,231,179,1781,11,102,105,121,91,85,88,98,79,63,832,677,37,245,240,300,244,230,240,168,152,116,1935,1104,0.0,0.0
2023,13,11,13101,111100,,11,Servicio de Salud Metropolitano Central,Servicio de Salud,13101,Santiago,Hospital,Hospital Clínico San Borja Arriarán,Terciario,Vigente en Operación Habitual,False,False,285,78,207,2,19,45,55,38,25,10,36,29,26,0,0,7,14,22,11,4,0,4,10,6,78,0,2,12,31,33,27,21,10,32,19,20,205,0,0.0,0.0
2023,13,11,13101,111300,,11,Servicio de Salud Metropolitano Central,Servicio de Salud,13101,Santiago,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,Primario,Vigente en Operación Habitual,True,False,2720,887,1833,18,86,142,209,200,173,154,163,151,127,1297,7,28,49,59,71,61,44,60,49,38,459,421,11,58,93,150,129,112,110,103,102,89,946,876,0.0,0.0
2023,13,11,13101,111301,,11,Servicio de Salud Metropolitano Central,Servicio de Salud,13101,Santiago,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Nº 5,Primario,Vigente en Operación Habitual,True,False,2284,728,1556,25,198,137,173,107,114,116,91,91,64,1168,8,69,39,43,26,40,36,30,30,25,338,382,17,129,98,130,81,74,80,61,61,39,753,786,0.0,0.0
2023,13,11,13101,111370,,11,Servicio de Salud Metropolitano Central,Municipal,13101,Santiago,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Orellana,Primario,Vigente en Operación Habitual,True,False,6170,2001,4169,16,251,382,474,473,407,313,322,338,371,2823,5,68,110,139,167,129,102,106,111,104,1036,960,11,183,272,335,306,278,211,216,227,267,2295,1863,0.0,0.0
2023,13,11,13101,111372,,11,Servicio de Salud Metropolitano Central,Municipal,13101,Santiago,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Arauco,Primario,Vigente en Operación Habitual,True,False,2884,968,1916,4,168,201,205,207,185,173,171,151,154,1265,1,38,52,58,59,52,54,55,45,65,478,489,3,130,149,147,148,133,119,116,106,89,1137,776,0.0,0.0
2023,13,11,13101,111376,,11,Servicio de Salud Metropolitano Central,Municipal,13101,Santiago,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Matta Sur,Primario,Vigente en Operación Habitual,True,False,4791,1629,3162,10,316,417,437,323,313,253,246,230,234,2012,5,119,128,128,119,107,88,66,65,87,907,717,5,197,289,309,204,206,165,180,165,147,1862,1295,0.0,0.0
2023,13,11,13101,111381,,11,Servicio de Salud Metropolitano Central,Municipal,13101,Santiago,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Ignacio Domeyko,Primario,Vigente en Operación Habitual,True,False,8950,3102,5848,45,352,689,778,746,725,696,701,574,581,3063,15,130,225,272,256,245,216,236,220,233,2033,1054,30,222,464,506,490,480,480,465,354,348,3809,2009,0.0,0.0
