Ano,IdRegion,IdServicio,IdComuna,IdEstablecimiento,codigo_madre_master,IdServicio_master,servicio_salud_master,dependencia_master,IdComuna_master,comuna_master,tipo_establecimiento_master,establecimiento_master,nivel_atencion_master,estado_funcionamiento_master,es_aps,sin_match_master,total_15_mas,total_hombres,total_mujeres,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_mas,15_19_hombres,20_24_hombres,25_29_hombres,30_34_hombres,35_39_hombres,40_44_hombres,45_49_hombres,50_54_hombres,55_59_hombres,60_64_hombres,20_64_hombres,65_mas_hombres,15_19_mujeres,20_24_mujeres,25_29_mujeres,30_34_mujeres,35_39_mujeres,40_44_mujeres,45_49_mujeres,50_54_mujeres,55_59_mujeres,60_64_mujeres,20_64_mujeres,65_mas_mujeres,pueblos_originarios,migrantes
2023,13,14,13111,114706,114306,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Millalemu,Primario,Vigente en Operación Habitual,True,False,660,201,459,8,40,27,29,27,36,30,17,11,20,415,2,8,6,6,2,3,6,5,5,8,49,150,6,32,21,23,25,33,24,12,6,12,188,265,0.0,0.0
2023,13,14,13111,114796,114306,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13111,La Granja,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar San Gregorio,Primario,Vigente en Operación Habitual,True,False,328,97,231,7,20,25,17,16,19,14,11,23,30,146,2,2,7,3,8,4,4,4,7,9,48,47,5,18,18,14,8,15,10,7,16,21,127,99,0.0,0.0
2023,13,14,13112,114308,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Rafael,Primario,Vigente en Operación Habitual,True,False,2212,678,1534,35,102,135,145,106,94,93,107,113,74,1208,12,26,27,23,24,22,27,29,32,18,228,438,23,76,108,122,82,72,66,78,81,56,741,770,0.0,0.0
2023,13,14,13112,114309,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Pablo de Rokha,Primario,Vigente en Operación Habitual,True,False,3176,1084,2092,36,242,264,246,159,169,195,227,179,87,1372,7,64,68,67,52,44,56,84,77,39,551,526,29,178,196,179,107,125,139,143,102,48,1217,846,0.0,0.0
2023,13,14,13112,114311,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santiago de Nueva Extremadura,Primario,Vigente en Operación Habitual,True,False,2118,653,1465,18,234,198,202,164,184,134,101,75,109,699,4,60,44,59,45,63,31,42,32,40,416,233,14,174,154,143,119,121,103,59,43,69,985,466,0.0,0.0
2023,13,14,13112,114317,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Santo Tomás,Primario,Vigente en Operación Habitual,True,False,2310,681,1629,56,143,142,214,173,152,115,82,89,124,1020,16,26,29,48,27,39,33,25,25,35,287,378,40,117,113,166,146,113,82,57,64,89,947,642,0.0,0.0
2023,13,14,13112,114318,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Flor Fernández,Primario,Vigente en Operación Habitual,True,False,1313,416,897,3,125,126,119,90,83,86,70,53,46,512,1,30,24,27,16,22,29,20,19,20,207,208,2,95,102,92,74,61,57,50,34,26,591,304,0.0,0.0
2023,13,14,13112,114319,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar El Roble,Primario,Vigente en Operación Habitual,True,False,4633,1302,3331,243,327,325,323,321,335,253,172,146,182,2006,63,53,53,48,51,68,63,37,30,52,455,784,180,274,272,275,270,267,190,135,116,130,1929,1222,0.0,0.0
2023,13,14,13112,114327,,14,Servicio de Salud Metropolitano Sur Oriente,Delegado,13112,La Pintana,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,Primario,Vigente en Operación Habitual,True,False,1124,418,706,129,70,66,74,66,70,46,41,30,30,502,49,17,26,19,17,27,17,15,19,14,171,198,80,53,40,55,49,43,29,26,11,16,322,304,0.0,0.0
2023,13,14,13131,114307,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13131,San Ramón,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Bandera,Primario,Vigente en Operación Habitual,True,False,3558,995,2563,26,302,300,306,254,251,216,240,184,119,1360,6,50,66,71,58,63,66,70,49,44,537,452,20,252,234,235,196,188,150,170,135,75,1635,908,0.0,0.0
2023,13,14,13131,114314,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13131,San Ramón,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón),Primario,Vigente en Operación Habitual,True,False,2796,815,1981,44,234,231,235,183,173,153,143,150,116,1134,13,51,50,59,47,41,35,38,35,56,412,390,31,183,181,176,136,132,118,105,115,60,1206,744,0.0,0.0
2023,13,14,13131,114328,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13131,San Ramón,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Poetisa Gabriela Mistral,Primario,Vigente en Operación Habitual,True,False,3721,1230,2491,52,462,306,342,254,242,264,251,223,155,1170,20,92,72,106,58,77,86,95,77,86,749,461,32,370,234,236,196,165,178,156,146,69,1750,709,0.0,0.0
2023,13,14,13131,114714,114314,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13131,San Ramón,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Modelo,Primario,Vigente en Operación Habitual,True,False,986,309,677,18,38,39,44,54,46,51,48,37,52,559,6,11,9,15,7,12,16,15,9,18,112,191,12,27,30,29,47,34,35,33,28,34,297,368,0.0,0.0
2023,13,14,13201,114010,,14,Servicio de Salud Metropolitano Sur Oriente,Servicio de Salud,13201,Puente Alto,Otro,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Sur Oriente),No Aplica,Vigente en Operación Habitual,False,False,1281,350,931,33,273,327,212,136,102,79,54,40,20,5,11,76,99,62,36,28,16,5,9,6,337,2,22,197,228,150,100,74,63,49,31,14,906,3,0.0,0.0
2023,13,14,13201,114301,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13201,Puente Alto,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Alejandro del Río,Primario,Vigente en Operación Habitual,True,False,11013,3249,7764,20,834,874,911,741,637,585,569,600,493,4749,7,183,194,177,197,172,167,195,200,157,1642,1600,13,651,680,734,544,465,418,374,400,336,4602,3149,0.0,0.0
2023,13,14,13201,114312,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13201,Puente Alto,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Gerónimo,Primario,Vigente en Operación Habitual,True,False,4229,1095,3134,22,363,324,330,258,248,205,186,187,165,1941,3,51,47,46,35,40,48,42,40,36,385,707,19,312,277,284,223,208,157,144,147,129,1881,1234,0.0,0.0
2023,13,14,13201,114313,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13201,Puente Alto,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Vista Hermosa,Primario,Vigente en Operación Habitual,True,False,1684,543,1141,0,142,149,205,207,178,129,89,89,58,438,0,31,35,61,63,58,50,38,32,18,386,157,0,111,114,144,144,120,79,51,57,40,860,281,0.0,0.0
2023,13,14,13201,114320,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13201,Puente Alto,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Bernardo Leighton,Primario,Vigente en Operación Habitual,True,False,4304,1553,2751,0,458,333,339,291,285,244,180,209,174,1791,0,150,115,119,112,108,80,59,76,67,886,667,0,308,218,220,179,177,164,121,133,107,1627,1124,0.0,0.0
2023,13,14,13201,114321,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13201,Puente Alto,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Cardenal Silva Henríquez,Primario,Vigente en Operación Habitual,True,False,2307,716,1591,58,176,220,233,171,136,123,154,149,118,769,18,47,58,59,39,39,28,33,46,41,390,308,40,129,162,174,132,97,95,121,103,77,1090,461,0.0,0.0
2023,13,14,13201,114322,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13201,Puente Alto,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Padre Manuel Villaseca,Primario,Vigente en Operación Habitual,True,False,5232,1751,3481,23,278,268,281,243,245,188,233,227,255,2991,11,86,77,94,73,72,53,50,72,83,660,1080,12,192,191,187,170,173,135,183,155,172,1558,1911,0.0,0.0
2023,13,14,13201,114323,,14,Servicio de Salud Metropolitano Sur Oriente,Delegado,13201,Puente Alto,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS,Primario,Vigente en Operación Habitual,True,False,1841,599,1242,78,122,118,88,84,99,113,96,71,53,919,31,30,24,29,18,31,20,26,23,20,221,347,47,92,94,59,66,68,93,70,48,33,623,572,0.0,0.0
2023,13,14,13201,114326,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13201,Puente Alto,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Karol Wojtyla,Primario,Vigente en Operación Habitual,True,False,1930,496,1434,2,173,156,172,137,132,90,73,61,48,886,1,22,20,22,21,17,13,18,19,16,168,327,1,151,136,150,116,115,77,55,42,32,874,559,0.0,0.0
2023,13,14,13201,114329,,14,Servicio de Salud Metropolitano Sur Oriente,Delegado,13201,Puente Alto,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS,Primario,Vigente en Operación Habitual,True,False,1431,537,894,200,75,74,67,76,62,60,76,64,48,629,81,26,26,26,23,22,29,32,26,24,234,222,119,49,48,41,53,40,31,44,38,24,368,407,0.0,0.0
2023,13,14,13201,114332,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13201,Puente Alto,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Laurita Vicuña,Primario,Vigente en Operación Habitual,True,False,2783,942,1841,8,167,163,171,152,147,115,106,99,80,1575,2,67,54,51,44,41,33,23,32,29,374,566,6,100,109,120,108,106,82,83,67,51,826,1009,0.0,0.0
2023,13,14,13201,200282,,14,Servicio de Salud Metropolitano Sur Oriente,Servicio de Salud,13201,Puente Alto,Centro de Referencia de Salud (CRS),Centro de Referencia de Salud Hospital Provincia Cordillera,Secundario,Vigente en Operación Habitual,False,False,39,4,35,0,3,13,8,8,4,2,0,1,0,0,0,1,1,0,2,0,0,0,0,0,4,0,0,2,12,8,6,4,2,0,1,0,35,0,0.0,0.0
2023,13,14,13202,114310,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13202,Pirque,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. José Manuel Balmaceda,Primario,Vigente en Operación Habitual,True,False,1325,566,759,6,93,76,93,83,73,61,56,46,30,708,4,34,31,45,31,25,20,14,18,20,238,324,2,59,45,48,52,48,41,42,28,10,373,384,0.0,0.0
2023,13,14,13202,114333,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13202,Pirque,Consultorio General Rural (CGR),Centro de Salud Rural El Principal,Primario,Vigente en Operación Habitual,True,False,1100,431,669,2,96,99,102,87,66,59,46,39,37,467,1,26,36,29,24,30,29,14,20,18,226,204,1,70,63,73,63,36,30,32,19,19,405,263,0.0,0.0
2023,13,14,13202,114401,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13202,Pirque,Posta de Salud Rural (PSR),Posta de Salud Rural Puntilla,Primario,Vigente en Operación Habitual,True,False,248,102,146,5,12,10,15,19,15,13,6,6,5,142,1,5,0,5,5,9,7,3,5,3,42,59,4,7,10,10,14,6,6,3,1,2,59,83,0.0,0.0
2023,13,14,13202,114403,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13202,Pirque,Posta de Salud Rural (PSR),Posta de Salud Rural Santa Rita,Primario,Vigente en Operación Habitual,True,False,46,12,34,0,2,4,4,3,2,1,3,0,0,27,0,0,0,1,0,0,0,0,0,0,1,11,0,2,4,3,3,2,1,3,0,0,18,16,0.0,0.0
2023,13,14,13202,114406,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13202,Pirque,Posta de Salud Rural (PSR),Posta de Salud Rural San Vicente,Primario,Vigente en Operación Habitual,True,False,86,34,52,1,2,1,6,0,7,2,4,0,3,60,0,0,0,5,0,4,0,2,0,1,12,22,1,2,1,1,0,3,2,2,0,2,13,38,0.0,0.0
2023,13,14,13203,114102,,14,Servicio de Salud Metropolitano Sur Oriente,Servicio de Salud,13203,San José de Maipo,Hospital,Hospital San José de Maipo,Terciario,Vigente en Operación Habitual,False,False,280,62,218,2,21,24,32,28,27,21,26,20,5,74,0,2,1,0,4,5,4,7,8,1,32,30,2,19,23,32,24,22,17,19,12,4,172,44,0.0,0.0
2023,13,14,13203,114407,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13203,San José de Maipo,Posta de Salud Rural (PSR),Posta de Salud Rural Las Vertientes,Primario,Vigente en Operación Habitual,True,False,197,49,148,1,17,17,30,15,14,9,9,3,4,78,0,2,3,4,4,5,2,0,0,0,20,29,1,15,14,26,11,9,7,9,3,4,98,49,0.0,0.0
2023,13,14,13203,114408,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13203,San José de Maipo,Posta de Salud Rural (PSR),Posta de Salud Rural El Volcán,Primario,Vigente en Operación Habitual,True,False,3,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0.0,0.0
2023,13,14,13203,114410,,14,Servicio de Salud Metropolitano Sur Oriente,Municipal,13203,San José de Maipo,Posta de Salud Rural (PSR),Posta de Salud Rural San Gabriel,Primario,Vigente en Operación Habitual,True,False,45,11,34,2,0,3,4,2,4,0,2,4,2,22,1,0,1,0,0,0,0,0,0,0,1,9,1,0,2,4,2,4,0,2,4,2,20,13,0.0,0.0
2024,13,9,13104,109302,,09,Servicio de Salud Metropolitano Norte,Municipal,13104,Conchalí,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Lucas Sierra,Primario,Vigente en Operación Habitual,True,False,3584,1299,2285,6,184,219,222,227,196,189,169,150,162,1860,2,52,58,72,67,78,70,76,50,60,583,714,4,132,161,150,160,118,119,93,100,102,1135,1146,0.0,0.0
2024,13,9,13104,109308,,09,Servicio de Salud Metropolitano Norte,Municipal,13104,Conchalí,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Alberto Bachelet Martínez,Primario,Vigente en Operación Habitual,True,False,4565,1852,2713,0,300,333,357,317,291,251,239,240,317,1920,0,101,118,120,120,128,103,116,134,220,1160,692,0,199,215,237,197,163,148,123,106,97,1485,1228,0.0,0.0
2024,13,9,13104,109309,,09,Servicio de Salud Metropolitano Norte,Municipal,13104,Conchalí,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar José Symon Ojeda,Primario,Vigente en Operación Habitual,True,False,4660,1873,2787,7,250,254,266,233,274,278,291,348,522,1937,3,78,73,91,94,107,99,147,194,243,1126,744,4,172,181,175,139,167,179,144,154,279,1590,1193,0.0,0.0
2024,13,9,13104,109314,,09,Servicio de Salud Metropolitano Norte,Municipal,13104,Conchalí,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juanita Aguirre,Primario,Vigente en Operación Habitual,True,False,5493,2288,3205,0,402,444,420,365,273,239,236,207,242,2665,0,171,160,158,139,113,102,124,135,155,1257,1031,0,231,284,262,226,160,137,112,72,87,1571,1634,0.0,0.0
2024,13,9,13104,109709,109309,09,Servicio de Salud Metropolitano Norte,Municipal,13104,Conchalí,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Dr. José Symón Ojeda,Primario,Vigente en Operación Habitual,True,False,1142,453,689,3,48,50,62,57,55,42,42,35,39,709,1,18,18,23,32,24,21,21,16,16,189,263,2,30,32,39,25,31,21,21,19,23,241,446,0.0,0.0
2024,13,9,13104,200347,109308,09,Servicio de Salud Metropolitano Norte,Municipal,13104,Conchalí,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Alberto Bachelet,Primario,Vigente en Operación Habitual,True,False,991,406,585,0,83,73,69,60,56,55,68,35,44,448,0,36,28,31,24,29,23,41,15,25,252,154,0,47,45,38,36,27,32,27,20,19,291,294,0.0,0.0
2024,13,9,13104,200609,109302,09,Servicio de Salud Metropolitano Norte,Municipal,13104,Conchalí,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Primario,Vigente en Operación Habitual,True,False,766,237,529,7,58,61,53,45,33,38,33,34,35,369,0,12,8,6,9,7,15,10,13,15,95,142,7,46,53,47,36,26,23,23,21,20,295,227,0.0,0.0
2024,13,9,13107,109305,,09,Servicio de Salud Metropolitano Norte,Municipal,13107,Huechuraba,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar La Pincoya,Primario,Vigente en Operación Habitual,True,False,5246,1941,3305,1,532,532,499,375,350,238,287,250,178,2004,0,163,163,156,146,108,101,126,102,89,1154,787,1,369,369,343,229,242,137,161,148,89,2087,1217,0.0,0.0
2024,13,9,13107,109317,,09,Servicio de Salud Metropolitano Norte,Municipal,13107,Huechuraba,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar El Barrero,Primario,Vigente en Operación Habitual,True,False,1696,562,1134,1,151,153,153,120,101,81,97,86,61,692,0,27,45,35,39,26,37,37,36,27,309,253,1,124,108,118,81,75,44,60,50,34,694,439,0.0,0.0
2024,13,9,13107,109323,,09,Servicio de Salud Metropolitano Norte,Municipal,13107,Huechuraba,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Salvador Allende Gossens,Primario,Vigente en Operación Habitual,True,False,2240,740,1500,9,170,162,158,153,116,125,140,113,62,1032,2,46,41,43,53,37,44,49,41,21,375,363,7,124,121,115,100,79,81,91,72,41,824,669,0.0,0.0
2024,13,9,13107,109718,109305,09,Servicio de Salud Metropolitano Norte,Municipal,13107,Huechuraba,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Los Libertadores,Primario,Vigente en Operación Habitual,True,False,1585,527,1058,0,129,147,147,124,109,71,77,70,74,637,0,43,43,35,35,38,16,28,17,26,281,246,0,86,104,112,89,71,55,49,53,48,667,391,0.0,0.0
2024,13,9,13107,200961,,09,Servicio de Salud Metropolitano Norte,Municipal,13107,Huechuraba,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Victor Castro Wiren,Primario,Vigente en Operación Habitual,True,False,1886,609,1277,11,114,96,140,124,105,89,97,91,69,950,3,44,36,37,24,42,28,24,35,19,289,317,8,70,60,103,100,63,61,73,56,50,636,633,0.0,0.0
2024,13,9,13108,109030,,09,Servicio de Salud Metropolitano Norte,Servicio de Salud,13108,Independencia,Otro,Unidad de Salud Funcionario  SS Metropolitano Norte,Secundario,Vigente en Operación Habitual,False,False,1009,266,743,15,125,198,153,132,106,98,83,51,37,11,9,30,43,38,30,30,23,25,12,17,248,9,6,95,155,115,102,76,75,58,39,20,735,2,0.0,0.0
2024,13,9,13108,109300,,09,Servicio de Salud Metropolitano Norte,Municipal,13108,Independencia,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Agustín Cruz Melo,Primario,Vigente en Operación Habitual,True,False,5521,1757,3764,34,241,428,526,518,446,408,331,279,221,2089,7,64,126,170,184,146,141,93,76,81,1081,669,27,177,302,356,334,300,267,238,203,140,2317,1420,0.0,0.0
2024,13,9,13108,109321,,09,Servicio de Salud Metropolitano Norte,Municipal,13108,Independencia,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Juan Antonio Ríos,Primario,Vigente en Operación Habitual,True,False,3356,984,2372,11,181,261,255,278,217,154,176,142,145,1536,6,44,58,60,68,36,42,55,45,45,453,525,5,137,203,195,210,181,112,121,97,100,1356,1011,0.0,0.0
2024,13,9,13108,200554,109300,09,Servicio de Salud Metropolitano Norte,Municipal,13108,Independencia,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Las Enredaderas,Primario,Vigente en Operación Habitual,True,False,309,91,218,0,18,12,12,13,19,17,21,16,10,171,0,2,4,4,3,4,3,2,5,3,30,61,0,16,8,8,10,15,14,19,11,7,108,110,0.0,0.0
2024,13,9,13125,109313,,09,Servicio de Salud Metropolitano Norte,Municipal,13125,Quilicura,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Irene Frei de Cid,Primario,Vigente en Operación Habitual,True,False,4583,1358,3225,1,539,537,625,516,368,275,215,203,194,1110,0,105,93,143,131,101,73,72,80,88,886,472,1,434,444,482,385,267,202,143,123,106,2586,638,0.0,0.0
2024,13,9,13125,109315,,09,Servicio de Salud Metropolitano Norte,Municipal,13125,Quilicura,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Manuel Bustos Huerta,Primario,Vigente en Operación Habitual,True,False,4908,1719,3189,0,417,388,353,329,306,349,461,369,306,1630,0,142,126,127,103,88,116,168,122,113,1105,614,0,275,262,226,226,218,233,293,247,193,2173,1016,0.0,0.0
2024,13,9,13125,109324,,09,Servicio de Salud Metropolitano Norte,Municipal,13125,Quilicura,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Presidente Salvador Allende Gossens,Primario,Vigente en Operación Habitual,True,False,4869,1414,3455,1,508,481,518,518,444,441,468,288,180,1022,1,131,116,118,130,112,108,166,94,65,1040,373,0,377,365,400,388,332,333,302,194,115,2806,649,0.0,0.0
2024,13,9,13125,109713,109324,09,Servicio de Salud Metropolitano Norte,Municipal,13125,Quilicura,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar La Foresta,Primario,Vigente en Operación Habitual,True,False,560,147,413,0,62,76,69,52,37,51,49,31,19,114,0,13,21,11,11,12,8,14,6,10,106,41,0,49,55,58,41,25,43,35,25,9,340,73,0.0,0.0
2024,13,9,13125,109715,109315,09,Servicio de Salud Metropolitano Norte,Municipal,13125,Quilicura,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Pucara de Lasana,Primario,Vigente en Operación Habitual,True,False,281,97,184,0,17,21,49,25,32,18,10,5,13,91,0,4,11,20,10,9,8,4,1,3,70,27,0,13,10,29,15,23,10,6,4,10,120,64,0.0,0.0
2024,13,9,13125,200304,109313,09,Servicio de Salud Metropolitano Norte,Municipal,13125,Quilicura,Centro Comunitario de Salud Familiar (CECOSF),Centro Comunitario de Salud Familiar Beato Padre Hurtado,Primario,Vigente en Operación Habitual,True,False,675,211,464,0,78,73,77,70,47,35,47,38,48,162,0,22,22,18,22,15,7,18,14,13,151,60,0,56,51,59,48,32,28,29,24,35,362,102,0.0,0.0
2024,13,9,13125,201091,,09,Servicio de Salud Metropolitano Norte,Municipal,13125,Quilicura,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Marta Ugarte Román,Primario,Vigente en Operación Habitual,True,False,5597,1600,3997,0,357,484,476,454,381,344,257,298,312,2234,0,69,85,76,92,91,83,63,81,112,752,848,0,288,399,400,362,290,261,194,217,200,2611,1386,0.0,0.0
2024,13,9,13127,109301,,09,Servicio de Salud Metropolitano Norte,Municipal,13127,Recoleta,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Recoleta,Primario,Vigente en Operación Habitual,True,False,3883,1114,2769,22,209,288,319,325,286,282,229,160,125,1638,7,37,66,62,64,69,72,74,58,51,553,554,15,172,222,257,261,217,210,155,102,74,1670,1084,0.0,0.0
2024,13,9,13127,109303,,09,Servicio de Salud Metropolitano Norte,Municipal,13127,Recoleta,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Quinta Bella,Primario,Vigente en Operación Habitual,True,False,3713,1188,2525,43,254,295,339,300,302,235,254,190,170,1331,15,72,79,99,79,84,72,82,72,77,716,457,28,182,216,240,221,218,163,172,118,93,1623,874,0.0,0.0
2024,13,9,13127,109304,,09,Servicio de Salud Metropolitano Norte,Municipal,13127,Recoleta,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Valdivieso,Primario,Vigente en Operación Habitual,True,False,1023,345,678,8,33,50,43,60,45,36,50,41,52,605,5,10,15,6,14,12,11,15,18,17,118,222,3,23,35,37,46,33,25,35,23,35,292,383,0.0,0.0
2024,13,9,13127,109307,,09,Servicio de Salud Metropolitano Norte,Municipal,13127,Recoleta,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie),Primario,Vigente en Operación Habitual,True,False,3149,1037,2112,27,184,205,208,191,153,176,164,174,137,1530,13,53,47,63,61,45,57,45,54,62,487,537,14,131,158,145,130,108,119,119,120,75,1105,993,0.0,0.0
2024,13,9,13127,109390,,09,Servicio de Salud Metropolitano Norte,Otra Institución,13127,Recoleta,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Cristo Vive (ONG),Primario,Vigente en Operación Habitual,True,False,4212,1397,2815,24,268,257,257,200,223,212,210,185,150,2226,7,63,75,70,62,69,76,68,75,52,610,780,17,205,182,187,138,154,136,142,110,98,1352,1446,0.0,0.0
2024,13,9,13301,109310,,09,Servicio de Salud Metropolitano Norte,Municipal,13301,Colina,Centro de Salud Familiar (CESFAM),Centro de Salud Familiar Colina,Primario,Vigente en Operación Habitual,True,False,7822,3055,4767,5,777,928,996,885,794,588,513,341,252,1743,4,291,365,379,327,278,248,209,153,111,2361,690,1,486,563,617,558,516,340,304,188,141,3713,1053,0.0,0.0
